id,dataHoraInicio,dataHoraFim,descricao,descricaoTipo,situacao,id_orgao_organizador
75766,2025-03-31T18:00:00.000Z,null,Webinário Cotas de Gênero no Novo Código Eleitoral - Entendendo o modelo proposto no PLP 112/2021,Seminário,Convocada,537239
75773,2025-04-08T15:23:00.000Z,2025-04-08T16:29:00.000Z,"Impactos do setor de energias em terras indígenas
 REQ Nº 37/2024, de autoria da Deputada Célia Xakriabá, subscrito pela Deputada Socorro Neri.

Convidados:

BRUNO POTIGUARA - presença confirmada
Diretor do Departamento de Gestão Ambiental, Territorial e Promoção ao Bem Viver Indígena do Ministério dos Povos Indígenas - MPI

CLAUDIA REGINA SALA DE PINHO - presença confirmada
Diretora do Departamento de Gestão Socioambiental e Povos e Comunidades Tradicionais do Ministério do Meio Ambiente e Mudança do Clima - MMA

Representante da Fundação Nacional dos Povos Indígenas - FUNAI

DINAMAM TUXÁ - presença confirmada
Representante da Articulação dos Povos Indígenas do Brasil - APIB

ALCEBIAS SAPARÁ - presença confirmada
Representante da Coordenação das Organizações Indígenas da Amazônia Brasileira - COIAB

PAULO TUPINIKIM  - presença confirmada
Coordenador-Geral da Articulação dos Povos Indígenas do Nordeste, Minas Gerais e Espírito Santo - APOINME

KRETÃ KAINGANG  - presença confirmada
Representante da Articulação dos Povos Indígenas da Região Sul - ARPINSUL   

NICOLE OLIVEIRA - presença confirmada
Representante do Instituto Arayara

CAROLINA MARÇAL - presença confirmada
Representante do Instituto ClimaInfo",Audiência Pública,Encerrada (Final),539384
75823,2025-04-03T10:41:00.000Z,2025-04-03T10:48:00.000Z,"Ratificação das indicações de emendas para execução orçamentárias 2024, em cumprimento ao art. 3º da Resolução nº 1 de 2025-CN",Reunião Deliberativa,Encerrada (Final),2017
75881,2025-04-09T13:47:00.000Z,2025-04-09T14:26:00.000Z,"Discussão e votação de propostas legislativas
 Deliberação do Acordo de Procedimentos da Comissão do Esporte para 2025",Reunião Deliberativa,Encerrada (Final),537236
75904,2025-04-14T08:30:00.000Z,2025-04-14T14:20:00.000Z,"Implementação da Lei nº 13.935/2019 - Serviços de psicologia e serviço social na educação básica
 1) MAICO CHARLES LOPES PINHEIRO (Confirmado) - Representante do Conselho Regional de Psicologia (CRP/AC);

2) MARIA TARCÍDIA MEDEIROS (Confirmada) -Conselheira e Presidente do Conselho Regional de Serviço Social (CRESS-AC)

3)  ANTONIA VANDA MATOS DE SOUZA (Confirmada) -  Conselheira e Vice-Presidente do Conselho Regional de Serviço Social (CRESS-AC)

4) CELSO RODRIGUES ARAÚJO (Confirmado) -  Defensor Público e Representante da Defensoria Pública do Estado do Acre; 

5) ABERSON CARVALHO (a Confirmar) - Secretário de Estado de Educação e Cultura do Acre;

6)  Representante da  Secretaria de Estado de Saúde do Acre (Sesacre);

7)  RONILDO HONORATO (Confirmado) -  Diretor do Departamento Jurídico do Sindicato dos Trabalhadores em Educação do Estado do Acre (SINTEAC); 

8)  (a Confirmar) Representante do  Ministério Público do Estado do Acre;

9) MARIA ELISÂNGELA MARTINS (Confirmada) - Secretária Municipal de Educação de Senador Guiomard e Representante da União Nacional dos Dirigentes Municipais de Educação (UNDIME-AC); 

10) Representante da Universidade Federal do Acre (UFAC) - Curso de Psicologia. 


Em atendimento ao Requerimento n° 06/2025, da Deputada Socorro Neri (PP/AC)",Seminário,Encerrada (Final),2009
75920,2025-04-09T15:47:00.000Z,2025-04-09T16:12:00.000Z,Discussão e votação de requerimentos,Reunião Deliberativa,Encerrada (Final),2007
75938,2025-04-10T09:30:00.000Z,null,O papel das áreas úmidas na agenda do clima: a conservação do Pantanal à luz da COP30,Reunião Técnica,Convocada,100950
75840,2025-04-29T18:21:00.000Z,2025-04-29T19:15:00.000Z,"Planos e Agenda Estratégica da Pasta para os Próximos Anos
 (REQ 5/2025 CPASF, do deputado Ruy Carneiro; REQ 7/2025 CPASF, da deputada Laura Carneiro)

1) Exmo. Sr. CARLOS ROBERTO LUPI (Confirmado)
   Ministro de Estado da Previdência Social",Reunião de Comparecimento de Ministro(a),Encerrada (Final),539387
75926,2025-04-22T14:43:00.000Z,2025-04-22T15:07:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),539386
75959,2025-04-29T10:12:00.000Z,2025-04-29T11:15:00.000Z,Homenagem aos 150 anos do jornal O Estado de São Paulo - Estadão.,Sessão Não Deliberativa Solene,Encerrada,111
76014,2025-04-29T10:28:00.000Z,2025-04-29T12:36:00.000Z,"Estratégia de Integração das Políticas de Saúde, Educação, Esporte, Assistência Social, Direitos Humanos e Cultura para a Promoção da Equidade e o Envelhecimento ativo e saudável para todos os povos
 (REQ 4/2025 CIDOSO, do deputado Luiz Couto, subscrito pelo deputado Alexandre Lindenmeyer)

1) ALEXANDRE DA SILVA (Confirmado presencial)
   Secretário Nacional dos Direitos da Pessoa Idosa
   Ministério dos Direitos Humanos

2)  LÍGIA GUALBERTO (Confirmada presencial)
   Coordenadora de Atenção à Saúde da Pessoa Idosa
   Ministério da Saúde - Representando o Ministro ALEXANDRE PADILHA 

3) IZIANE MARQUES  (Confirmada presencial)
   Secretária Nacional de Excelência do Ministério do Esporte, representando o Ministro
   ANDRÉ FUFUCA 

4) ANA LÚCIA SANCHES  (Confirmada virtualmente)
   Diretora de Políticas de Alfabetização e Educação de Jovens e Adultos do Ministério da Educação, representando o Ministro CAMILO SOBREIRA DE SANTANA
  
5)  (Não confirmado)
   Conselho Municipal de Direitos da Pessoa Idosa do Rio Grande do Sul

6) DANYEL IÓRIO DE LIMA (Confirmado virtualmente)
  Subsecretário de Programas Sociais, Áreas Transversais e Multissetoriais e Participação Social da     Secretaria Nacional de Planejamento
  Ministério do Planejamento e Orçamento

7) DIONE MENZ (Confirmada virtualmente)
   Conselheira
   Pastoral da Pessoa Idosa

8) MACAÉ EVARISTO (Não confirmada)
   Ministra
   Ministério dos Direitos Humanos e da Cidadania

9) MARGARETH MENEZES (Não confirmada)
   Ministra
   Ministério da Cultura

10) MIRELLA BRAGA (Confirmada virtualmente)
   Conselheira
   Conselho Municipal de Direitos da Pessoa Idosa de João Pessoa - PB

11) RAPHAEL FRANCO CASTELO BRANCO CARVALHO (Confirmado virtualmente)
   Presidente
   Conselho Nacional de Direitos da Pessoa Idosa - CNDPI

12) DANIELLA CRISTINA SANTANA (Confirmada virtualmente)
    Coordenadora da Coordenação-Geral de Proteção Social Especial de Alta Complexidade do     Departamento de Proteção Social Especial do Ministério do Desenvolvimento e Assistência Social,    Família e Combate à Fome, representando o Ministro WELLINGTON DIAS",Audiência Pública,Encerrada (Final),537871
76045,2025-04-22T15:39:00.000Z,2025-04-22T16:21:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),539388
76057,2025-04-23T15:00:00.000Z,null,"Eleição dos Vice-Presidentes da Comissão de Turismo
 Eleição dos Vice-Presidentes da Comissão de Turismo",Reunião de Eleição,Cancelada,6066
76058,2025-04-23T14:33:00.000Z,2025-04-23T15:25:00.000Z,Discussão e votação de requerimentos,Reunião Deliberativa,Encerrada (Final),2007
76081,2025-04-29T11:45:00.000Z,2025-04-29T13:18:00.000Z,Eleição de vice-presidentes e deliberação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2004
76096,2025-05-06T15:44:00.000Z,2025-05-06T19:23:00.000Z,"Comparecimento do Ministro do Desenvolvimento Agrário e Agricultura Familiar
 REQ 3/2025, do deputado Albuquerque
REQ 19/2025, da deputada Coronel Fernanda
REQ 24/2025, do deputado João Daniel
REQ 32/2025, do deputado Evair Vieira de Melo
REQ 37/2025, do deputado Domingos Neto

CONVIDADO:
Sua Excelência o Senhor Paulo Teixeira
Ministro do Desenvolvimento Agrário e Agricuiltura Familiar",Reunião de Comparecimento de Ministro(a),Encerrada,2001
76197,2025-05-07T12:53:00.000Z,2025-05-07T13:11:00.000Z,Reunião de instalação da Subcomissão e eleição para o cargo de Presidente,Reunião de Instalação e Eleição,Encerrada (Final),539778
76237,2025-05-06T14:47:00.000Z,2025-05-06T16:16:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),5503
76251,2025-05-07T09:30:00.000Z,2025-05-07T10:25:00.000Z,Discussão da pauta e outros assuntos internos da comissão,Mesa Redonda,Encerrada (Final),2009
76327,2025-05-12T10:00:00.000Z,2025-05-12T15:18:00.000Z,"Processos de certificação da Fundação Palmares para quilombolas no Pará
 REQ nº 9/2025, de autoria do Deputado Airton Faleiro.",Mesa Redonda,Encerrada (Final),539384
75734,2025-05-20T11:02:00.000Z,2025-05-20T12:34:00.000Z,"Homenagem ao Centenário de Dom Luciano José Cabral Duarte e aos 350 anos da Paróquia Santo Antônio e Almas de Itabaiana/SE
 Homenagem ao Centenário de Dom Luciano José Cabral Duarte aos 350 da Paróquia Santo Antônio e Almas de Itabaiana/SE",Sessão Não Deliberativa Solene,Encerrada,180
76275,2025-05-20T14:45:00.000Z,2025-05-20T14:53:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),539386
76284,2025-05-21T10:43:00.000Z,2025-05-21T12:26:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2006
76306,2025-05-21T10:27:00.000Z,2025-05-21T12:08:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2012
76354,2025-05-20T16:43:00.000Z,2025-05-20T17:53:00.000Z,"Impactos da regulamentação das plataformas digitais
 (REQ 58/2024 CDE, da deputada Any Ortiz)



1)  Ministério da Fazenda  - MF (Declinou)

2)  Ministério do Desenvolvimento, Indústria, Comércio e Serviços - MDIC (Declinou)

3) TULIO CHIARINI (Declinou)
Pesquisador
Instituto de Pesquisa Econômica Aplicada - Ipea

4) VICTO SILVA (declinou)
   Pesquisador
   Universidade RadBoud

5) MÔNICA FUJIMOTO (Confirmada)
  Mestra em Direito Empresarial e Econômico e  Professora do Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa (IDP)

6) JULIANO MARANHÃO (Confirmado - videoconferência)
   Diretor
   Legal Grounds Institute

7) SÉRGIO GARCIA ALVES (Confirmado)
   Gerente da ALAI para o Brasil
   Associação Latino-Americana de Internet (ALAI)

8) SILVIA FAGÁ (Confirmada)
  Ex-Diretora da LCA Consultoria Econômica e Sócia da Ecoa Consultoria Econômica",Audiência Pública,Encerrada (Final),2008
76401,2025-05-20T13:56:00.000Z,2025-05-20T20:41:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
76440,2025-05-21T08:00:00.000Z,2025-05-21T10:22:00.000Z,Discussão da pauta e outros assuntos atinentes à Comissão,Mesa Redonda,Encerrada (Final),2015
75714,2025-05-27T15:34:00.000Z,2025-05-27T17:31:00.000Z,"Apresentar projetos do Ministério dos Direitos Humanos e da Cidadania para o ano de 2025
 Convidada:
MACAÉ MARIA EVARISTO DOS SANTOS (Confirmada)
Ministra de Estado dos Direitos Humanos e da Cidadania


(REQ. n° 7/2025-CPD, de autoria da Deputada Daniela Reinehr, subscrito pelo Deputado Sargento Portugal)",Audiência Pública,Encerrada (Final),537480
76475,2025-05-28T10:25:00.000Z,2025-05-28T11:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),6174
76449,2025-05-31T07:00:00.000Z,2025-05-31T18:00:00.000Z,"Participação em visita técnica ao território Yanomami
 Participação em Visita Técnica a convite da Comissão de Direitos Humanos e Legislação Participativa do Senado Federal

31 de maio de 2025 (sábado)

07h00 - Deslocamento para o 4° Pelotão Especial de Fronteira - Surucucu RR
11h00 - Visita ao 4° Pelotão Especial de Fronteira - Surucucu RR
12h30 -  Deslocamento para a Comunidade indígena Sanumá Yanomami – Olomai
15h00 - Visita à Comunidade indígena Sanumá Yanomami – Olomai",Visita Técnica,Encerrada,539406
76516,2025-05-31T09:00:00.000Z,2025-05-31T13:08:00.000Z,"Cultura Imaterial das Comunidades Quilombolas de Feira de Santana
 Requerimento 19/2025, do Deputado Zé Neto e da Deputada Lenir de Assis

Convidados:

- Bruno Monteiro , Secretário de Cultura do Estado da Bahia;


 - Angela Guimarães, Secretaria de Promoção da Igualdade Racial do Estado da Bahia; 

-  Representante do  Instituto do Patrimônio Artístico e Cultural da Bahia  (IPAC);

- Danilo Carvalho - Doutor em Educação,, professor da Universidade Estadual de Feira de Santana, com pesquisa pautada na comunidade da Matinha.

- Tiao Soares - Ministério da Cultura / Representante Bahia (Diretor de Povos e Comunidades Tradicionais)",Seminário,Encerrada (Final),536996
75384,2025-02-05T16:00:00.000Z,null,3ª Reunião da Frente Parlamentar Mista em Apoio ao Acolhimento de Migrantes Transnacionais de Refugiados,Reunião Técnica,Convocada,100950
75468,2025-03-12T13:55:00.000Z,2025-03-12T20:40:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
75480,2025-03-13T11:54:00.000Z,2025-03-13T15:27:00.000Z,"Deliberação de Projeto de Resolução do Congresso Nacional.
 Deliberação de Projeto de Resolução do Congresso Nacional.",Sessão Deliberativa,Encerrada,111
75615,2025-03-19T17:00:00.000Z,null,"Debate da Frente Parlamentar
do Táxi",Debate,Convocada,100950
75420,2025-03-26T11:45:00.000Z,2025-03-26T12:43:00.000Z,"Homenagem ao Rotary Club
 Homenagem ao Rotary Club",Sessão Não Deliberativa Solene,Encerrada,180
75441,2025-03-27T14:11:00.000Z,2025-03-27T15:21:00.000Z,"Homenagem ao Jubileu de Ouro da Igreja Presbiteriana Renovada do Brasil
 Homenagem ao Jubileu de Ouro da Igreja Presbiteriana Renovada do Brasil""",Sessão Não Deliberativa Solene,Encerrada,180
75687,2025-03-28T09:00:00.000Z,null,1º Encontro Cidades Verdes Resilientes,Debate,Convocada,100950
75726,2025-04-02T10:29:00.000Z,2025-04-02T11:02:00.000Z,Eleição dos Vice-Presidentes,Reunião de Eleição,Encerrada (Final),2008
75750,2025-04-01T16:01:00.000Z,2025-04-01T16:37:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),539388
75751,2025-04-02T13:01:00.000Z,2025-04-02T14:02:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),537236
75779,2025-04-02T13:58:00.000Z,2025-04-02T20:58:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
75737,2025-04-08T13:00:00.000Z,2025-04-08T13:57:00.000Z,"Dia Nacional do Sistema Braille
 1) ANDREIA QUEIROZ (Confirmada)
   Representante da Fundação Dorina Nowill

2) EMANUEL DE JESUS PEREIRA (Confirmado)
   Presidente da Associação dos Deficientes Visuais do Maranhão

3) REPRESENTANTE (A Confirmar)
   Fundo Nacional de Desenvolvimento da Educação (FNDE)


(REQ 3/2025 CPD, de autoria do deputado Duarte Jr.)",Audiência Pública,Encerrada (Termo),537480
75774,2025-04-10T10:22:00.000Z,2025-04-10T13:13:00.000Z,"III Seminário sobre Direitos dos Povos Indígenas no Congresso Nacional
 REQ Nº 4/2025, de autoria da Deputada Dilvanda Faro, subscrito pela Deputada Juliana Cardoso.

Convidados:

Ministério dos Povos Indígenas - MPI

ESTELLA LIBARDI DE SOUZA - presença confirmada
Coordenadora de Demarcação de Terras Indígenas da Secretaria de Acesso à Justiça do Ministério da Justiça e Segurança Pública - MJSP

Fundação Nacional dos Povos Indígenas - FUNAI

WEIBE TAPEBA - presença confirmada
Secretário Especial de Saúde Indígena do Ministério da Saúde - SESAI/MS

ALCEBIAS SAPARÁ - presença confirmada
Representante da Coordenação das Organizações Indígenas da Amazônia Brasileira - COIAB

Representante da Articulação dos Povos Indígenas do Brasil - APIB 

AGNALDO PATAXÓ - presença confirmada
Representante da Articulação dos Povos Indígenas do Nordeste, Minas Gerais e Espírito Santo - APOINME 

KRETÃ KAINGANG
Representante da Articulação dos Povos Indígenas da Região Sul - ARPINSUL

SIMÃO NORIVALDO
Representante da ATY GUASU 

PEDRO PANKARARÉ - presença confirmada
Representante da Aticulação dos Povos Indígenas da Região Sudeste - ARPINSUDESTE

VILMA VERÁ RIOS - presença confirmada
Representante da Comissão Guarani Yvyrupá/Avá Guarani

ALBERTO TERENA
Representante do Conselho Terena",Seminário,Encerrada (Final),539384
75780,2025-04-02T14:40:00.000Z,2025-04-02T15:30:00.000Z,"Aprovação do Acordo de Procedimentos para 2025 e  discussão e votação de propostas legislativas
 A - Votação do Acordo de Procedimentos 2025 para a 3ª Sessão Legislativa Ordinária da 57ª Legislatura.",Reunião Deliberativa,Encerrada (Final),2007
75844,2025-04-09T11:58:00.000Z,2025-04-09T18:30:00.000Z,"Apreciação de parecer
 PAUTA SUJEITA A ALTERAÇÕES


1. Discussão e votação do Parecer do Deputado Paulo Magalhães - PSD/BA, Relator do processo referente à Representação nº 5/24, em desfavor do Deputado Glauber Braga - PSOL/RJ.",Reunião Deliberativa,Encerrada,5971
75846,2025-04-09T14:14:00.000Z,2025-04-09T15:38:00.000Z,"Discussão e votação de propostas legislativas
 A- Acordo de Procedimentos",Reunião Deliberativa,Encerrada (Final),537870
75855,2025-04-03T14:00:00.000Z,null,Lições de legística comparada: Conselho Constitucional Francês,Debate,Convocada,100950
75911,2025-04-09T09:28:00.000Z,2025-04-09T10:24:00.000Z,"Reunião Técnica com o TCU, com a presença do Senhor Secretário de Relações Institucionais, Manoel Moreira de Souza, e do Senhor Secretário de Controle Externo de Energia, Alexandre Carlos Leite.",Reunião Técnica,Encerrada (Final),2011
75765,2025-04-22T14:00:00.000Z,null,"Aspectos econômicos e financeiros relacionados à realização da COP30, com enfoque na Região Norte, especialmente no Estado do Amazonas
 Convidados:

1) MÁRCIO MACÊDO, Ministro-Chefe da Secretaria-Geral da Presidência da República (Não virá)

2) ANDRÉ ARANHA CORRÊA DO LAGO, Presidente da COP30 (Não confirmado)

3) ANA TONI, Secretária Nacional de Mudança do Clima do Ministério do Meio Ambiente (Não confirmado)


(REQ 7/2025 CFT, do deputado Sidney Leite)",Audiência Pública,Cancelada,2010
75851,2025-04-23T11:00:00.000Z,null,Discussão e votação de propostas legislativas,Reunião Deliberativa,Cancelada,2004
75928,2025-04-22T14:58:00.000Z,2025-04-22T16:44:00.000Z,"Discussão e votação de Propostas Legislativas
 Eleição dos cargos de Vice-Presidentes da Comissão:

1º Vice-Presidente: Dep. Amom Mandel (CIDADANIA/AM)
2ª Vice-Presidente: Dep. Silvia Cristina (PP/RO)
3º Vice-Presidente: Dep. Aureo Ribeiro (SOLIDARIEDADE/RJ)",Reunião Deliberativa,Encerrada (Final),537480
75980,2025-04-22T15:22:00.000Z,2025-04-22T20:22:00.000Z,"Debater os impactos da estiagem que assola o Estado do Rio Grande do Sul e as soluções possíveis.
 Requerimento nº 11/2025 de autoria do Dep. Afonso Hamm (PP/RS)


CONVIDADOS:


AUGUSTO NARDES (confirmado)
Ministro do Tribunal de Contas da União - TCU

WILSON VAZ DE ARAÚJO (confirmado)
Secretário-Adjunto de Política Agrícola 
Ministério da Agricultura e Pecuária - MAPA

JOSÉ CARLOS ZUKOWSKI (confirmado)
Coordenador-Geral de Seguro da Agricultura Familiar
Ministério do Desenvolvimento Agrário e Agricultura Familiar - MDA

ROBSON LOPES (confirmado)
Coordenador-Geral de Financiamento à Produção Rural
Ministério do Desenvolvimento Agrário e Agricultura Familiar - MDA

LUIS CARLOS HEINZE (confirmado)
Senador da República

CLAUDIO FILGUEIRAS PACHECO MOREIRA (confirmado)
Chefe do Departamento de Regulação, Supervisão e Controle das Operações de Crédito Rural e do Proagro do Banco Central - DEROP/BC

EDIVILSON BRUM (confirmado)
Secretário da Agricultura, Pecuária, Produção Sustentável e Irrigação do Rio Grande do Sul

VILSON LUIZ COVATTI (confirmado)
Secretário de Desenvolvimento Rural do Rio Grande do Sul

CARLOS JOEL DA SILVA (confirmado)
Presidente da Federação dos Trabalhadores na Agricultura no Rio Grande do Sul - FETAG/RS

LUCIANO SCHWERZ (confirmado)
Presidente da Empresa de Assistência Técnica e Extensão Rural - EMATER/RS

GRAZIELE DE CAMARGO (confirmada)
Representante do Movimento SOS AGRO

GEDEÃO PEREIRA (confirmado)
Presidente da Federação da Agricultura do Rio Grande do Sul - FARSUL

PAULO CEZAR VIEIRA PIRES (confirmado)
Presidente da Federação das Cooperativas do Estado do Rio Grande do Sul - FECOAGRO/RS

MARIANO ANTONIO DE BORTOLI (confirmado)
Presidente dos Produtores Associados Região da Campanha - PROARCA

ISMAEL FELIPE HORBACH DE MEDEIROS (confirmado)
Federação das Associações de Municípios do Rio Grande do Sul - Famurs

LUCIANO SCHWERS (confirmado)
Presidente da Associação Riograndense Empresa de Assistência e Extensão Rural - Emater/RS",Audiência Pública,Encerrada,2001
76003,2025-04-23T10:33:00.000Z,2025-04-23T12:05:00.000Z,"Discussão e votação de propostas legislativas
 - Eleição dos Vice-Presidentes",Reunião Deliberativa,Encerrada (Final),2009
76035,2025-04-25T14:00:00.000Z,2025-04-25T17:15:00.000Z,"Discutir a crítica seca que assola a Região Setentrional da Chapada Diamantina e Mesorregião Centro Norte do Estado da Bahia
 Tema: Discutir a crítica seca que assola a Região Setentrional da Chapada Diamantina e Mesorregião Centro Norte do Estado da Bahia.

CONVIDADOS:

OSNI CARDOSO, Secretário Estadual de Desenvolvimento Rural da Bahia, representando o Governador do Estado da Bahia; (CONFIRMADO)
Deputado Estadual MANUEL ROCHA, Presidente da Comissão de Agricultura e Política Rural, representando a Presidente da Assembleia Estadual da Bahia; (CONFIRMADO)
CARLOS HENRIQUE BAQUETA FÁVARO, Ministro de Estado da Agricultura e Pecuária (POR VIDEOCONFERÊNCIA); (CONFIRMADO)
Deputada Estadual FABÍOLA MANSUR; (CONFIRMADA)
MURILO FRANCA, Prefeito de Irecê; (CONFIRMADO)
Vereador MOISÉS FILOCRE, Presidente da Câmara de Vereadores de Irecê; (CONFIRMADO)

Vereador AURÉLIO DOURADO, Secretário de Cultura de Irecê; (CONFIRMADO)
JOELSON DO ROSÁRIO (Prefeito de América Dourada), Presidente da Associação dos Municípios da Microrregião de Irecê (UNIPI); (CONFIRMADO)
MATEUS MACHADO (Prefeito de São Gabriel), Vice-Presidente da UNIPI; (CONFIRMADO)
MÁRCIO MESSIAS (Prefeito de Lapão), Presidente do Consórcio de Desenvolvimento Sustentável de Irecê-CDS-Irecê; (CONFIRMADO)
ROBERTO CARDOSO ALVES, Presidente do Consórcio de Saúde da Região de Irecê; (CONFIRMADO)
ARMIN AUGUSTO BRAUN, Diretor do Centro Nacional de Gerenciamento de Riscos e Desastres da Secretaria Nacional de Proteção e Defesa Civil, representando o Ministério da Integração e do Desenvolvimento; (CONFIRMADO)
HARLEY XAVIER, Superintendente da CODEVASF em Bom Jesus da Lapa; (CONFIRMADO)
RAFAEL GUIMARÃES DE CARVALHO, Coordenador Estadual do DNOCS na Bahia; (CONFIRMADO)
ROBERTO LEMOS, Coordenador da Defesa Civil em Irecê; (CONFIRMADO)
HUMBERTO MIRANDA DE OLIVEIRA, Presidente da Federação da Agricultura e Pecuária da Bahia-FAEP/CNA. (CONFIRMADO)

(Requerimento nº 29/2024, do Dep. Leo Prates)",Reunião Técnica,Encerrada (Final),539635
76060,2025-04-24T16:30:00.000Z,2025-04-24T17:57:00.000Z,Esclarecimentos sobre os procedimentos para as indicações de emendas individuais que deverão ser encaminhadas ao Executivo - Art. 81 da Lei 15.080/2024 - LDO.,Reunião Técnica,Encerrada,6855
76071,2025-04-29T13:20:00.000Z,2025-04-29T13:48:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),537871
76090,2025-04-29T14:53:00.000Z,2025-04-29T15:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),6174
76167,2025-04-29T15:00:00.000Z,null,Anúncio da formação da Federação União Progressistas,Reunião Técnica,Convocada,100950
76173,2025-04-29T15:08:00.000Z,2025-04-29T17:53:00.000Z,"Prioridades do Ministério da Justiça em 2025 e esclarecimentos sobre temas diversos
 Continuação da reunião de comparecimento com o Ministro da Justiça.",Reunião de Comparecimento de Ministro(a),Encerrada (Final),5503
76195,2025-05-06T14:49:00.000Z,2025-05-06T16:29:00.000Z,"Instalação da comissão e eleição do presidente e vice-presidentes
 A - Instalação da Comissão; e

B - Eleição do Presidente e dos Vice-Presidentes.",Reunião de Instalação e Eleição,Encerrada (Final),539771
76203,2025-05-06T09:00:00.000Z,2025-05-06T10:00:00.000Z,"Contribuições do livro ""DO PROCESSO INFLACIONÁRIO como Subsídio Estatal à Concentração da Renda Privada"", do escritor Givaldo Peixoto
 Expositor:

Dr. Givaldo Peixoto  - escritor",Audiência Pública,Encerrada (Final),5438
76267,2025-05-06T13:00:00.000Z,null,Código Brasileiro de Inclusão,Reunião Técnica,Convocada,100950
75927,2025-05-16T09:24:00.000Z,2025-05-16T10:21:00.000Z,"Homenagem aos enfermeiros, técnicos e auxiliares de enfermagem, ativos e inativos
 Homenagem aos enfermeiros, técnicos e auxiliares de enfermagem, ativos e inativos",Sessão Não Deliberativa Solene,Encerrada,180
75997,2025-05-13T11:03:00.000Z,2025-05-13T12:42:00.000Z,"Preparação de Escolas para atendimento aos alunos com Alto Desempenho  - PL 3405/2021
 1) VANESSA DE JESUS KROMINSKI (Confirmada) -  Coordenadora itinerante das salas de apoio para alunos com transtornos funcionais específicos e CEO da Academia de Inteligências;

2)  ANDRÉA MENDES (Confirmada) - Professora da Secretaria de Educação do Distrito Federal - SEDF; 

3) MARIA HELENA MOSCA CHAVES (Confirmada)  - Estudante de graduação do curso de Bacharelado em Química  na Universidade de Brasília (UnB).

4) LUCIMARA MORAIS (Confirmada) - Professora da Faculdade de Educação da Universidade de Brasília - UNB;

(REQ 55/2025 CE, do deputado Diego Garcia)",Audiência Pública,Encerrada (Final),2009
76052,2025-05-20T10:12:00.000Z,2025-05-20T13:42:00.000Z,"Instituição do piso salarial profissional nacional para os profissionais dos quadros de pessoal técnico e administrativo da educação básica - PL 2531/2021
 1) MARIA STELA REIS - Coordenadora-Geral de Valorização dos Profissionais de Educação do  Ministério da Educação; 

2) HELENO ARAÚJO (Confirmado) -  Presidente da Confederação Nacional dos Trabalhadores em Educação (CNTE); 

3) ROBSON LUSTOSA (Confirmado) -  Representante dos Profissionais do Quadro de Apoio e
   membro do Coletivo Educação em Primeiro Lugar; 

4) CARLOS GIANNAZI (Confirmado) - Professor e Deputado Estadual de São Paulo 

5) CELSO GIANNAZI (Confirmado) - Vereador da Cidade de São Paulo 

6)  NORMA LUCIA ANDRADE DOS SANTOS (Confirmada) - Presidente do Sindicato dos Especialistas de Educação do Ensino Público Municipal de São Paulo (Sinesp); 

7) JOABSON LEITE (Confirmado) -  Representante dos Sindicato dos Técnicos Administrativos Educacionais de Rondônia (SINTAE/RO)

8) ELICLEIA LOPES BRANCHES (Confirmada) - Presidente da Associação dos Servidores Administrativos da Educação do Estado do Amazonas (AVAMSEG/AM).

9) CHICO POLI (Confirmado) -  Presidente do Sind. de Especialistas de Educ. do Magistério Oficial - SP (UDEMO); 

(REQ 38/2025 CE, da deputada Professora Luciene Cavalcante; REQ 10/2025 CASP, da deputada Professora Luciene Cavalcante; REQ 47/2025 CE, do deputado Maurício Carvalho; REQ 65/2025 CE, do deputado Capitão Alberto Neto)",Audiência Pública,Encerrada (Final),2009
