id,dataHoraInicio,dataHoraFim,descricao,descricaoTipo,situacao,id_orgao_organizador
75595,2025-03-20T18:00:00.000Z,null,Discussão e votação de proposta legislativa - LOA para 2025,Reunião Deliberativa,Cancelada,6855
75614,2025-03-19T11:02:00.000Z,2025-03-19T12:32:00.000Z,Instalação da comissão e eleição do presidente e vice-presidentes,Reunião de Instalação e Eleição,Encerrada (Final),2018
75625,2025-03-19T11:07:00.000Z,2025-03-19T11:37:00.000Z,Instalação e eleição do Presidente,Reunião de Instalação e Eleição,Encerrada (Final),2008
75637,2025-03-19T14:00:00.000Z,null,"7º Encontro Técnico da Frente Parlamentar Mista da Inovação 
e Tecnologias em Saúde para Doenças Raras
 O evento tem como objetivo fomentar pautas que viabilizem a inovação em saúde e a implementação de novas tecnologias voltadas à melhoria da qualidade de vida das pessoas com doenças raras, o evento busca evidenciar o tema no âmbito do Congresso Nacional. Pretendemos mobilizar a população, organismos e profissionais de saúde para a complexidade do tema, abordando os diversos tipos de doenças raras, as dificuldades enfrentadas pelos pacientes e seus familiares no diagnóstico, e os desafios no acesso a tratamentos adequados e específicos. Ressaltamos que existem 300 milhões de pessoas no mundo vivendo com doenças raras, sendo mais de 13 milhões somente no Brasil. Dar visibilidade ao tema e às necessidades desses pacientes e de seus cuidadores.",Reunião Técnica,Convocada,100950
75451,2025-03-25T08:00:00.000Z,null,V Encontro Nacional de Procuradoras da Mulher - atividades da manhã,Seminário,Convocada,537239
75585,2025-03-25T13:55:00.000Z,2025-03-25T21:48:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
75640,2025-03-26T10:29:00.000Z,2025-03-26T11:03:00.000Z,"Discussão e votação de propostas legislativas
 A - Deliberação do acordo de procedimentos da CDE - 2025",Reunião Deliberativa,Encerrada (Final),2008
75657,2025-03-31T11:22:00.000Z,2025-03-31T12:19:00.000Z,"Homenagem aos 30 anos da Defensoria Pública da União – DPU
 Homenagem aos 30 anos da Defensoria Pública da União – DPU",Sessão Não Deliberativa Solene,Encerrada,180
75694,2025-03-26T14:56:00.000Z,2025-03-26T15:28:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),5438
75789,2025-04-02T08:00:00.000Z,2025-04-02T10:37:00.000Z,Discussão da pauta e outros assuntos atinentes à Comissão,Mesa Redonda,Encerrada (Final),2015
75792,2025-04-02T10:48:00.000Z,2025-04-02T12:06:00.000Z,Reunião de instalação da Comissão e Eleição do Presidente,Reunião de Instalação e Eleição,Encerrada (Final),2006
75440,2025-04-08T09:00:00.000Z,2025-04-08T10:18:00.000Z,"Homenagem ao Dia Mundial da Saúde
 Homenagem ao Dia Mundial da Saúde",Sessão Não Deliberativa Solene,Encerrada,180
75803,2025-04-08T14:53:00.000Z,2025-04-08T16:01:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),539388
75804,2025-04-09T09:39:00.000Z,2025-04-09T11:10:00.000Z,"Homenagem à Campanha da Fraternidade 2025, com o tema: “Fraternidade e Ecologia Integral”; e com o lema: “Deus viu que tudo era muito bom
 Homenagem à Campanha da Fraternidade 2025, com o tema: “Fraternidade e Ecologia Integral”; e com o lema: “Deus viu que tudo era muito bom",Sessão Não Deliberativa Solene,Encerrada,180
75819,2025-04-09T10:45:00.000Z,2025-04-09T13:55:00.000Z,"Eleição de vice-presidentes, discussão e votação de propostas legislativas
 1. ELEIÇÃO DE VICE-PRESIDENTES

2. ACORDO DE PROCEDIMENTOS 

3. DISCUSSÃO E VOTAÇÃO DE PROPOSTAS LEGISLATIVAS",Reunião Deliberativa,Encerrada (Final),2001
75870,2025-04-07T09:00:00.000Z,null,"1º Fórum Internacional de Displasias Ósseas
 Promovido pelo gabinete do Dep. Zacarias Calil Hamu, o evento sobre displasias ósseas reunirá especialistas, parlamentares e pacientes para discutir o tema sob três perspectivas: médica, com a participação dos maiores especialistas do mundo; políticas públicas, abordando ações legislativas e governamentais para melhorar o atendimento e a qualidade de vida dos pacientes; e social, trazendo relatos e a participação de pacientes e entidades envolvidas. O objetivo é ampliar o conhecimento, fortalecer políticas de saúde e promover maior inclusão e suporte para quem convive com displasias ósseas.",Reunião Técnica,Convocada,100950
75873,2025-04-09T14:29:00.000Z,2025-04-09T14:57:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),6066
75877,2025-04-09T10:41:00.000Z,2025-04-09T11:35:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2006
75884,2025-04-08T14:45:00.000Z,2025-04-08T16:38:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),5503
75896,2025-04-10T10:10:00.000Z,2025-04-10T13:00:00.000Z,"Debater o descumprimento do Piso Salarial dos Professores
 1)  MARIA SELMA DE MORAES ROCHA (Confirmada) -  DIRETORA DE ARTICULAÇAO COM OS SISTEMAS DE ENSINO  DO MINISTÉRIO DA EDUCAÇÃO; 

2) LUCAS SACHSIDA JUNQUEIRA CARNEIRO (Confirmado) -  Representante do Ministério Público Brasileiro; 

3) MARTA VANELLI (Confirmada) - Secretária da Confederação  Nacional dos Trabalhadores em  Educação; 

4)  (a Confirmar) Representate da Advocacia-Geral da União ; 

5)  CARLOS GIANNAZI (Confirmado) - Professor  e Deputado  Estadual de São Paulo; 

6)   GERSON DOS SANTOS SICCA (Confirmado) -    Representate  da Associação dos Membros dos Tribunias de Contas do Brasil (Atricon) 

7) JOÃO ALBERTO RODRIGUES DE SOUZA (Confirmado) - Representante do Sindicato de Especialistas de Educação do Ensino Público Municipal de São Paulo  (SINESPE). 


Em atendimento ao REQ n° 37/2025 da Deputada Luciene Cavalcante (PSOL-SP).",Audiência Pública,Encerrada (Final),2009
75869,2025-04-22T13:41:00.000Z,2025-04-22T14:52:00.000Z,"Homenagem ao Dia Nacional da Língua Brasileira de Sinais (Libras)
 CONVIDADOS(AS):
1. MAGNO PRADO GAMA PRATES (Confirmado)
Coordenador de Articulação de Políticas Públicas da Federação Nacional de Educação e Integração de Surdos - FENEIS;
2. JOAQUIM EMANUEL BARBOSA (Confirmado)
Representando a Rede Brasileira da Inclusão - Rede IN;
3. CLÉO BOHN (Confirmada)
Presidente da Federação Brasileira das Associações de Síndrome de Down - FBASD;
4. GABRIEL LOURENÇO SILVA CAMARGOS (Confirmado)
Representando a Federação Brasileira das Associações de Síndrome de Down - FBASD;
5. Representante do Conselho Nacional dos Direitos das Pessoas com Deficiência - CONADE. (Não participará)


(REQ 4/2025 CPD, de autoria do deputado Duarte Jr.)",Audiência Pública,Encerrada (Final),537480
75950,2025-04-23T13:51:00.000Z,2025-04-23T15:04:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),536996
75975,2025-04-23T13:00:00.000Z,null,Discussão e votação de propostas legislativas,Reunião Deliberativa,Cancelada,537871
75979,2025-04-23T16:45:00.000Z,2025-04-23T18:07:00.000Z,"Educação Antirracista e Antissexista no Brasil no novo Plano Nacional de Educação
 1)  LUÍSA ARIYA SOUZA PAIVA (Confirmada) -  Estudante Secundarista; 

2) JULLYANE SANTOS LEITE ( Confirmarda) -  Estudante Secundarista; 

3) BENILDA BRITO (Confirmada) - Representante da Organização da Sociedade Civil Nzinga; 

4) GIVÂNIA MARIA DA SILVA (Confirmada) - Representante da Coordenação Nacional de Articulação das Comunidades Negras Rurais Quilombolas; 

5)  LARA OLIVEIRA VILELA (Confirmada) -  Coordenadora Geral de Educação para as relações Etnos-raciais do Ministério da Educação 


(REQ 5/2025 CE, da deputada Dandara)",Audiência Pública,Encerrada (Final),2009
76002,2025-04-23T09:30:00.000Z,2025-04-23T10:37:00.000Z,Discussão da pauta e outros assuntos internos da Comissão,Mesa Redonda,Encerrada (Final),2009
76032,2025-04-23T10:19:00.000Z,2025-04-23T11:16:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2010
76036,2025-04-23T11:29:00.000Z,2025-04-23T12:19:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2006
76037,2025-04-23T15:36:00.000Z,2025-04-23T19:01:00.000Z,"A realidade dos entregadores de aplicativo no Brasil 
 Convidados confirmados:

1. Gilberto Carvalho
Secretário da Secretaria Nacional de Economia Popular e Solidária do Ministério do Trabalho e Emprego (MTE);

2. Alessandro da Conceição Calado (Sorriso) 
Presidente da Associação dos Motofretistas Autônomos e Entregadores
do Distrito Federal e Entorno (AMAE DF) e Coordenador Nacional dos ""Sem Direitos""

3. Elias Pereira Freitas da Silva Junior (Jr Freitas);
Liderança dos Entregadores de Aplicativo de São Paulo: 

4. Edgar Francisco da Silva (Gringo);
Presidente da Associação dos Motofretistas de Aplicativos e Autônomos do Brasil (AMABR): 

5. Nicolas Souza Santos;
Membro da Aliança Nacional dos Entregadores por Aplicativo: 

6. Rodrigo Lopes da Silva Correia;
Presidente do Sindicato dos Trabalhadores, Empregados, e Autônomos de Moto e Bicicleta por Aplicativo do Estado de Pernambuco (Seambape):

7. Johnny Borges;
Diretor de Impacto Social do iFood;

Não confirmado: Representante do Rappi;",Audiência Pública,Encerrada (Final),2006
76066,2025-04-23T13:55:00.000Z,2025-04-23T20:43:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
76109,2025-04-24T14:00:00.000Z,null,Desafios para um Brasil Mediador,Debate,Convocada,100950
75743,2025-05-06T16:34:00.000Z,2025-05-06T18:44:00.000Z,"Atendimento aos requisitos legais para contratação de pessoas com deficiência nas principais operadoras de telefonia
 1) RAFAEL FARIA GIGUER (Confirmado)
    Auditor Fiscal do Trabalho e Coordenador Nacional de Inclusão de Pessoas com Deficiência e Beneficiários Reabilitados pela Previdência Social no Mercado de Trabalho, representando o Ministério do Trabalho e Emprego

2) TIAGO BROCARDO MACHADO (Confirmado)
   Diretor de Relações Institucionais
   Telefônica Brasil S.A. (Vivo)

3) WILLIAN COELHO (Confirmado)
    Especialista em Diversidade, Equidade e Inclusão da Claro S.A.

4) CLÉBER AFFANIO (Confirmado)
     Diretor de Relações Institucionais da TIM Brasil

5) HELTON ROCHA POSSETI (Confirmado)
   Representante Institucional da Oi S.A.

6) DANIELA MARTINS (Confirmada)
   Diretora de Relações Institucionais, Governamentais e Comunicação da Conexis

7) FERNANDA BARRETO NAVES (Confirmada)
Procuradora do Trabalho e Vice-Coordenadora Nacional da Coordigualdade do Ministério Público do Trabalho - MPT

8) LEONARDO CARDOSO DE MAGALHÃES (A Confirmar)
    Defensor Público-Geral Federal da Defensoria Pública da União - DPU


(REQ 9/2025 CPD, de autoria do deputado Aureo Ribeiro)",Audiência Pública,Encerrada (Final),537480
75764,2025-05-06T14:25:00.000Z,2025-05-06T15:55:00.000Z,"Projeto de Lei nº 317/2022, que reduz de 30 para 20 anos o tempo de atividade militar mínimo para assegurar a remuneração integral na inatividade ao policial ou bombeiro militar
 Convidados:

1) ELIAS MILER DA SILVA, Presidente da Associação dos Militares Estaduais do Brasil - Amebrasil (Confirmado)

2) BERLINQUE ANTONIO MONTEIRO CANTELMO, Presidente da Comissão de Direito Militar da Seccional da OAB de Minas Gerais - OAB-MG (Confirmado)

3) Ministério da Previdência Social - MPS (Não confirmado)

4) Ministério Público do Trabalho do Rio de Janeiro (Não virá)

5) GUILHERME MURARO DERRITE, Secretário da Secretaria da Segurança Pública do Estado de São Paulo (Não confirmado)

6) JALYSON MAYCON GONÇALVES, Vereador da Câmara Municipal de Belo Horizonte (Confirmado)

7) FLÁVIO CHAIB, Comitê Nacional de Secretários de Fazenda, Finanças, Receita e Tributação dos Estados e do Distrito Federal - Comsefaz (Não confirmado)

8) MARCÍLIO BARENCO CORRÊA DE MELLO, Presidente da Associação Nacional do Ministério Público de Contas - AMPCON (Confirmado)

9) MARCO AURÉLIO CARDOSO, ex-Secretário da Fazenda do Rio Grande do Sul  (Não virá)

10) CLAUDIO HAMILTON DOS SANTOS, Pesquisador do Instituto de Política Econômica Aplicada - IPEA (Confirmado)


(REQ 9/2025 CFT, do deputado Sargento Portugal)",Audiência Pública,Encerrada (Final),2010
75968,2025-05-07T15:13:00.000Z,2025-05-07T16:21:00.000Z,"Comissão ouve ANAC sobre suspensão dos voos da Voepass
 Convidados: 

- ROBERTO JOSÉ SILVEIRA HONORATO  - Diretor-Presidente substituto da ANAC (presença confirmada);
- BRUNO DINIZ DEL BEL - Superintendente de padrões operacionais da ANAC (presença confirmada).


Req.  09/2024 -  Dep. Pedro Aihara",Audiência Pública,Encerrada (Final),539729
76127,2025-05-07T15:06:00.000Z,2025-05-07T15:48:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),539385
76196,2025-05-07T12:39:00.000Z,2025-05-07T12:51:00.000Z,Reunião de eleição para os cargos de 2º e 3º Vice-Presidentes,Reunião de Eleição,Encerrada (Final),6174
75978,2025-05-15T14:36:00.000Z,2025-05-15T15:22:00.000Z,"Homenagem ao Dia do Medicamento Genérico
 Homenagem ao Dia do Medicamento Genérico",Sessão Não Deliberativa Solene,Encerrada,180
76268,2025-05-20T14:40:00.000Z,2025-05-20T16:14:00.000Z,"Instalação da comissão e eleição do presidente e vice-presidentes
 A - Instalação da Comissão; e

B - Eleição do Presidente e dos Vice-Presidentes.",Reunião de Instalação e Eleição,Encerrada (Final),539776
76285,2025-05-21T11:18:00.000Z,2025-05-21T12:15:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2010
76335,2025-05-20T16:31:00.000Z,2025-05-20T18:12:00.000Z,"Programa Especial de Sustentabilidade da Indústria Química (Presiq) 
 (Requerimentos nº 5/2025-CICS, do deputado Augusto Coutinho, subscrito pelos deputados Lucas Ramos, Luiz Gastão e Luiz Fernando Vampiro, e nº 5/2025-CDE, também do deputado Augusto Coutinho, subscrito pela deputada Antônia Lúcia)

PALESTRANTES

LEONARDO DURANS
Diretor do Departamento de Desenvolvimento da Indústria de Insumos e Materiais Intermediários do Ministério do Desenvolvimento, Indústria, Comércio e Serviços (MDIC)
(Presença confirmada)

ROGÉRIO DIAS DE ARAÚJO
Gerente da Unidade de Fomento às Estratégias ASG da Agência Brasileira de Desenvolvimento Industrial (ABDI)
(Presença confirmada)

SAMANTHA FERREIRA E CUNHA
Gerente de Política Industrial da Confederação Nacional da Indústria (CNI)
(Presença confirmada)

ANDRÉ PASSOS CORDEIRO
Presidente-Executivo da Associação Brasileira da Indústria Química (Abiquim)
(Presença confirmada)

FÁBIO LOPES DE AZEVEDO
Gerente Executivo de Integração de Negócios e Participações da Petrobras
(Participação virtual confirmada)

PAULO GALA 
Professor da Fundação Getúlio Vargas (FGV)
(Participação virtual confirmada)",Audiência Pública,Encerrada (Final),539386
76367,2025-05-20T09:48:00.000Z,2025-05-20T13:16:00.000Z,"Deliberação de Requerimentos e Audiência Pública.
 MARCOS BARBOSA PINTO (Confirmado)
   Secretário de Reformas Econômicas
   Ministério da Fazenda

SÉRGIO WULFF GOBETTI (Confirmado)
   Pesquisador
   Instituto de Pesquisa Econômica Aplicada - IPEA

GUSTAVO ANDRÉ MULLER BRIGAGÃO (Confirmado)
   Professor de Direito Tributário
   Fundação Getúlio Vargas

GUILHERME KLEIN MARTINS (Confirmado)
   Professor de Economia
   University of Leeds - UK",Audiência Pública e Deliberação,Encerrada (Final),539771
76436,2025-05-22T10:21:00.000Z,2025-05-22T12:28:00.000Z,"A grave erosão às margens da BR-040, entre Valparaíso de Goiás e Brasília. 
 (REQ 14/2025 CDU e REQ 18/2025 CDU, da deputada Lêda Borges)

Expositores Confirmados: (Atualizado em 21/5 às 18h)

LUIZ CARLOS MAGALHÃES GUERRA  (Virtual); 
Analista em Infraestrutura de Transportes 
Departamento Nacional de Infraestrutura de Transportes - DNIT;

CHRISTIANE MARTINS DA SILVA (Virtual)
Analista em Infraestrutura de Transportes 
Departamento Nacional de Infraestrutura de Transportes - DNIT;

JULIANA DA SILVA ARAUJO (Virtual) 
Engenheira Ambiental 
Departamento Nacional de Infraestrutura de Transportes - DNIT;

ALDO FERNANDES (Virtual) 
Chefe da Assessoria de Acompanhamento Ambiental e Políticas de Saneamento - ASMAN
Secretaria de Obras e Infraestrutura do GDF;

CARLOS ROBERTO SILVA (Presencial) 
Presidente 
Organização Social e Ambiental da Fauna e Flora do Brasil - OSAFF;

RONALDO VIEIRA (Presencial);  
Geólogo 

ALESSANDRO SOLANO  (Presencial);  
Engenheiro Civil e Perito",Audiência Pública,Encerrada (Final),2006
76503,2025-05-27T15:16:00.000Z,2025-05-27T16:18:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),539388
76568,2025-05-28T10:23:00.000Z,2025-05-28T10:32:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2010
76571,2025-05-27T17:00:00.000Z,null,Celebração ao Dia da Mata Atlântica,Reunião Técnica,Convocada,100950
75811,2025-05-29T14:53:00.000Z,2025-05-29T16:03:00.000Z,"Homenagem aos 54 anos da Federação Nacional das Associações da Caixa Econômica Federal (FENAE).
 Homenagem aos 54 anos da Federação Nacional das Associações da Caixa Econômica Federal (FENAE).",Sessão Não Deliberativa Solene,Encerrada,180
76374,2025-05-28T13:11:00.000Z,2025-05-28T13:58:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),537236
76398,2025-05-28T10:43:00.000Z,2025-05-28T12:12:00.000Z,Discussão e votação de propostas legistivas,Reunião Deliberativa,Encerrada (Final),2004
76448,2025-05-30T09:00:00.000Z,2025-05-30T18:00:00.000Z,"Participação em visita técnica ao território Yanomami
 Participação em visita técnica ao Território Yanomami a convite da Comissão de Direitos Humanos e Legislação Participativa do Senado Federal 

30 de maio de 2025 (sexta-feira)

09h00 - Visita a Casa de Governo
11h00 - Visita a CASAI
14h30 - Audiência Pública para oitiva",Visita Técnica,Encerrada,539406
76585,2025-05-28T13:57:00.000Z,2025-05-28T21:55:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
76592,2025-05-28T16:00:00.000Z,null,Solenidade de entrega do Prêmio Dr. Pinotti - Hospital Amigo da Mulher,Homenagem,Convocada,100950
75320,2025-03-19T11:06:00.000Z,2025-03-19T12:04:00.000Z,Instalação da comissão e eleição para os cargos de presidente e vice-presidentes,Reunião de Instalação e Eleição,Encerrada (Final),6174
75382,2025-02-05T09:00:00.000Z,null,"Votação de requerimentos
 Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião):",Reunião Deliberativa,Encerrada (Termo),539407
75415,2025-02-20T09:23:00.000Z,2025-02-20T12:34:00.000Z,Sessão Deliberativa Extraordinária Semipresencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
75502,2025-03-18T15:00:00.000Z,null,"Lançamento da Frente Parlamentar em Defesa da Enfermagem
 A Câmara dos Deputados lançará a nova Frente Parlamentar da Enfermagem, um marco histórico para a categoria, pois, pela primeira vez, será presidida por um enfermeiro. A iniciativa reforça a importância da representação dos profissionais da enfermagem no Congresso Nacional, promovendo debates e ações voltadas para a valorização da classe e o fortalecimento das políticas públicas de saúde.",Reunião Técnica,Convocada,100950
75646,2025-03-20T15:31:00.000Z,2025-03-20T17:48:00.000Z,"Deliberação do Projeto de Lei do Congresso Nacional nº 26 de 2024 (PLOA 2025).
 Deliberação do Projeto de Lei do Congresso Nacional nº 26 de 2024 (PLOA 2025).",Sessão Deliberativa,Encerrada,111
75452,2025-03-25T13:00:00.000Z,null,V Encontro Nacional de Procuradoras da Mulher - atividades da tarde,Seminário,Convocada,537239
75727,2025-04-02T11:33:00.000Z,2025-04-02T14:18:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2002
75865,2025-04-09T10:32:00.000Z,2025-04-09T12:12:00.000Z,Discussão e votação de propostas legislativas e eleição do 1º vice-presidente,Reunião Deliberativa,Encerrada (Final),2014
75922,2025-04-09T14:00:00.000Z,null,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Termo),5438
76117,2025-04-29T10:37:00.000Z,2025-04-29T10:56:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2006
76021,2025-05-06T14:49:00.000Z,2025-05-06T16:38:00.000Z,"Comunidade polonesa e seu patrimônio histórico no Brasil
 Em atendimento ao Requerimento nº 16/2025 - CREDN, de autoria do Deputado General Girão (PL/RN), subscrito pelo Deputado Filipe Barros (PL/PR).

Convidados:

- HENRYK SIEWIERSKI - professor titular do departamento de Teoria Literária e Literaturas, da Universidade de Brasília; coordenador da Cátedra Cyprian Norwid de Estudos Poloneses (*)

- TOMASZ LYCHOWSKI - membro e ex-presidente da POLONIA Sociedade Beneficente do Rio de Janeiro; (*)

- ANDRZEJ BUKOWINSKI - cônsul honorário da República da Polônia em São Paulo; (*)

- NORTON MOROZOWICZ - maestro, flautista, professor titular de notório saber da UFG; membro da Academia Brasileira de Música; (*)

- SÉRGIO SECHINSKI - cônsul honorário da República da Polônia em Porto Alegre; e (*)

- FABRICIO VICROSKI - arqueólogo e historiador; professor e pesquisador vinculado à Universidade de Breslávia. (*)


(*) participação confirmada",Audiência Pública,Encerrada (Final),2018
76093,2025-05-07T14:30:00.000Z,2025-05-07T14:57:00.000Z,Discussão e votação de propostas legislativas.,Reunião Deliberativa,Encerrada (Final),536996
76106,2025-05-07T14:00:00.000Z,null,"Enfrentamento da violência contra mulheres no mundo do esporte
 Audiência Pública para debater formas de enfrentamento da violência contra as mulheres no mundo do esporte, em atenção ao Requerimento nº 44/2025, de autoria da deputada Laura Carneiro.

Convidada:
Sra. Aparecida Gonçalves, ministra de Estado da Mulher.",Audiência Pública,Cancelada,537236
76176,2025-05-07T10:46:00.000Z,2025-05-07T11:42:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),2012
76183,2025-05-07T10:19:00.000Z,2025-05-07T12:37:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,Encerrada (Final),6174
76214,2025-05-05T18:01:00.000Z,2025-05-05T23:26:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,Encerrada,180
76227,2025-05-07T19:00:00.000Z,null,Curso Online de sobre planejamento do orçamento municipal com incorporação das temáticas de gênero e raça.,Palestra,Convocada,537239
76274,2025-05-07T15:00:00.000Z,null,Reunião de instalação e eleição,Reunião de Instalação e Eleição,Cancelada,539784
76281,2025-05-08T09:00:00.000Z,null,Reunião sobre Modernização das Relações de Trabalho,Reunião Técnica,Convocada,100950
75810,2025-05-21T11:11:00.000Z,2025-05-21T12:32:00.000Z,"Homenagem ao Dia Mundial de Proteção da Amamentação
 Homenagem ao Dia Mundial de Proteção da Amamentação.",Sessão Não Deliberativa Solene,Encerrada,180
76146,2025-05-15T09:00:00.000Z,null,"Ampliação do Programa de Aquisição de Alimentos (PAA) 
 REQ nº 03/2025, de autoria da Deputada Socorro Neri, subscrito pelos Deputados Alfredinho, Célia Xakriabá e Juliana Cardoso.



Convidados:


Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - MDS


Companhia Nacional de Abastecimento - Conab


Ministério do Desenvolvimento Agrário e Agricultura Familiar - MDA


Observatório Castanha da Amazônia - OCA 


Cooperativa Agroextrativista de Assis Brasil, Epitaciolândia e Brasiléia - COOPAEB

JULIANNA MAROCCOLO - presença confirmada
Instituto Internacional de Educação do Brasil  - IIEB


Instituto Conexões Sustentáveis -  Conexsus


Coletivo da Castanha",Audiência Pública,Cancelada,539384
76394,2025-05-21T14:11:00.000Z,2025-05-21T15:31:00.000Z,"Recuperação de Mimoso do Sul/ES, após as enchentes de 2024.
 Tema: Recuperação de Mimoso do Sul/ES, após as enchentes de 2024.

Convidados:

PETER NOGUEIRA, Prefeito de Mimoso do Sul/ES (por videoconferência); ( CONFIRMADO)

Coronel BENÍCIO FERRARI JÚNIOR,Coordenador Estadual de Proteção e Defesa Civil/ES (por videoconferência); (CONFIRMADO)

BRUNO RESENDE, Deputado Estadual da Assembleia Legislativa do Espírito Santo  (por videoconferência); (CONFIRMADO)

ZÉ OLÍMPIO, Vereador da Câmara Municipal de Mimoso do Sul/ES (por videoconferência); (CONFIRMADO)

TIAGO MOLINA SCHNORR, Coordenador da Coordenação Geral de Monitoramento e Alerta do Centro Nacional de Gerenciamento de Riscos e Desastres - CENAD. (CONFIRMADO)

ANDRESSA DELLA JUSTINA DE CASTRO, Engenheira Ambiental do Departamento de Obras de Proteção e Defesa Civil - DOP. (CONFIRMADA)

(Requerimento nº 5/2025, do Dep. Gilson Daniel)",Audiência Pública,Encerrada (Final),539635
76332,2025-05-22T10:06:00.000Z,2025-05-22T12:24:00.000Z,"Dossiê Danos dos Agrotóxicos na Saúde Reprodutiva
 Requerimentos nºs 08/2025 CDC e 08/2025 CMADS do Dep. Nilto Tatto; e 
Requerimento nº 38/2025 da Dep. Gisela Simona

CONVIDADOS:

Representante 
Ministério da Agricultura e Pecuária;

Vivian Libório de Almeida (Confirmada)
Diretora de Inovação para a Produção Familiar e Transição Agroecológica.
Ministério do Desenvolvimento Agrário e Agricultura Familiar - MDA

Pedro Luiz Gonçalves Serafim da Silva (Confirmado)
Sub-Procurador Regional do Trabalho - Ministério Público do Trabalho

Lia Giraldo da Silva Augusto (Confirmada)
Médica Pesquisadora, Grupo Temático Saúde e Ambiente da Associação Brasileira de Saúde Coletiva - Abrasco; e Coordenadora Adjunta do Fórum Nacional de Combate aos Impactos dos Agrotóxicos para Tema Saúde Reprodutiva e Organizadora do Dossiê.

Márcia Leopoldina Montanari Corrêa (Confirmada)
Relatora do Dossiê e Membro do Grupo de Trabalho em Saúde e Ambiente da Associação Brasileira de Saúde Coletiva - Abrasco;

Jakeline Pivato (Confirmada)
Campanha Permanente Contra os Agrotóxicos e Pela Vida e representante do Movimento dos Trabalhadores Rurais Sem-Terra - MST; 

Tamara Correia de Andrade (Confirmada)
Especialista em Regulação do Instituto de Defesa dos Consumidores - Idec.",Audiência Pública,Encerrada (Final),2004
76341,2025-05-21T16:01:00.000Z,2025-05-21T17:04:00.000Z,"Audiência Pública para debater sobre a obrigatoriedade de instalação de câmeras de monitoramento em sessões clínicas que tratam de pessoas com deficiência.
 REQ Nº 8/2025 CPASF, de autoria das Deputadas CHRIS TONIETTO (PL/RJ) e CLARISSA TÉRCIO (PP/PE)

1) CIBELLE FERNANDES LOPES DE OLIVEIRA MATA (Confirmada - participação presencial)
   Mãe atípica e representante do Grupo Mães Atípicas do DF
   Grupo Mães Atípicas do DF

2) KAUANA ÁGATHA ROSA CARDOSO CASSIMIRO (Confirmada - participação por videoconferência)

3) KELIANY SOUZA COSTA (Não confirmada)
   Terapeuta Ocupacional

4) LUCIANA MENDINA DE SOUZA MARTINEZ (Confirmada - participação presencial)
   Presidente
   Associação INCLUSIVA

5) MÁRCIA PEREIRA BIETI (Confirmada - participação por videoconferência)

6) MICHELLE F. ANDRADE (Confirmada - participação presencial)
   Psicóloga clínica e professora universitária
   UniCEUB",Audiência Pública,Encerrada (Final),539387
76376,2025-05-21T14:41:00.000Z,2025-05-21T18:40:00.000Z,"Para debater a Proposta de Emenda à Constituição nº 18/2025 (PEC da Segurança Pública)
 (REQ 3/2025 CCJC, do deputado José Guimarães, subscrito pelos deputados Alencar Santana, Waldemar Oliveira, Ana Paula Lima, Maria Arraes, Lídice da Mata, Pastor Henrique Vieira, Rubens Pereira Júnior e REQ 6/2025 CCJC, do deputado Mendonça Filho)

1) RICARDO LEWANDOWSKI (Confirmado)
   Ministro da Justiça e Segurança Pública",Reunião de Comparecimento de Ministro(a),Encerrada (Final),2003
