id_frente,id_deputado,nome_deputado,partido,uf
53833,73441,CELSO RUSSOMANNO,REPUBLICANOS,SP
53833,178892,DÂMINA PEREIRA,null,MG
53833,74655,EDUARDO BARBOSA,null,MG
53833,160575,ERIKA KOKAY,PT,DF
53833,141482,LEONARDO QUINTÃO,null,MG
53833,141483,LINDOMAR GARÇON,null,RO
53833,178955,LUIZ CLÁUDIO,null,RO
53833,141507,MAURO MARIANI,null,SC
53833,74161,REGINALDO LOPES,PT,MG
53833,152610,ROBERTO ALVES,null,SP
53833,73466,RUBENS BUENO,null,PR
53833,178991,SÉRGIO REIS,null,SP
53833,113247,VALMIR PRASCIDELLI,null,SP
53833,160632,ZÉ SILVA,UNIÃO,MG
53829,141417,EDIO LOPES,null,RR
53829,178941,EZEQUIEL TEIXEIRA,null,RJ
53829,178909,HÉLIO LEITE,null,PA
53829,178971,JONY MARCOS,null,SE
53829,114941,JOSI NUNES,null,TO
53829,166402,MAGDA MOFATTO,PL,GO
53829,160561,MISSIONÁRIO JOSÉ OLIMPIO,PL,SP
53829,178960,REMÍDIO MONAI,null,RR
53829,122466,RONALDO MARTINS,null,CE
53829,160611,TONINHO PINHEIRO,null,MG
53831,178973,ANA PERUGINI,null,SP
53831,178834,BEBETO,null,BA
53831,178948,BETO ROSADO,null,RN
53831,178906,BETO SALAME,null,PA
53831,74467,DAMIÃO FELICIANO,UNIÃO,PB
53831,178892,DÂMINA PEREIRA,null,MG
53831,178981,HERCULANO PASSOS,null,SP
53831,114941,JOSI NUNES,null,TO
53831,141482,LEONARDO QUINTÃO,null,MG
53831,179000,MARCELO ÁLVARO ANTÔNIO,PL,MG
53831,74787,MILTON MONTI,null,SP
53831,160604,PEDRO UCZAI,PT,SC
53831,74161,REGINALDO LOPES,PT,MG
53828,195143,ANDRÉ AMARAL,null,PB
53828,141383,ANTONIO BULHÕES,null,SP
53828,141398,CARLOS ZARATTINI,PT,SP
53828,164360,CARMEN ZANOTTO,null,SC
53828,72912,CELSO PANSERA,null,RJ
53828,74171,CHICO ALENCAR,PSOL,RJ
53828,160528,DANILO CABRAL,null,PE
53828,160552,DANRLEI DE DEUS HINTERHOLZ,PSD,RS
53828,141427,FÁBIO RAMALHO,null,MG
53828,152605,GLAUBER BRAGA,null,RJ
53828,160667,GUILHERME MUSSI,null,SP
53828,160628,LUCIANA SANTOS,null,PE
53828,74398,MARIA DO ROSÁRIO,PT,RS
53828,160561,MISSIONÁRIO JOSÉ OLIMPIO,PL,SP
53938,204574,Junior Lourenço,MDB,MA
53938,204556,Marcelo Ramos,null,AM
53938,74571,Nelson Pellegrino,null,BA
53938,141518,Paulinho da Força,SOLIDARIEDADE,SP
53938,204529,Policial Katia Sastre,null,SP
53938,160641,Professora Marcivania,PCdoB,AP
53938,204467,Professora Rosa Neide,null,MT
53938,160635,Ruy Carneiro,PODE,PB
53938,204396,Vermelho,PP,PR
53923,204414,Aroldo Martins,null,PR
53923,93083,Cacá Leão,null,BA
53923,204487,Capitão Wagner,null,CE
53923,135054,Cristiano Vale,null,PA
53923,141428,Fábio Faria,null,RN
53923,204527,Geninho Zuliani,null,SP
53923,204491,Gilberto Abramo,REPUBLICANOS,MG
53923,74270,Gilberto Nascimento,PSD,SP
53923,141450,Hugo Leal,PSD,RJ
53923,178858,Mário Negromonte Jr.,PSB,BA
53923,204406,Pedro Westphalen,PP,RS
53923,204383,Professor Israel Batista,null,DF
53923,73801,Renildo Calheiros,PCdoB,PE
53923,160653,Roberto de Lucena,null,SP
53923,178887,Rubens Pereira Júnior,PT,MA
53922,204495,Airton Faleiro,PT,PA
53922,160538,Bohn Gass,PT,RS
53922,143632,Domingos Neto,PSD,CE
53922,141431,Fernando Coelho Filho,UNIÃO,PE
53922,204444,Helio Lopes,PL,RJ
53922,160531,Jhonatan de Jesus,null,RR
53922,178931,Luciano Ducci,PSB,PR
53922,74749,Mauro Lopes,null,MG
53922,204383,Professor Israel Batista,null,DF
53922,204399,Schiavinato,null,PR
53926,73696,Angela Amin,null,SC
53926,164360,Carmen Zanotto,null,SC
53926,204476,Chiquinho Brazão,null,RJ
53926,204355,Da Vitoria,PP,ES
53926,74467,Damião Feliciano,UNIÃO,PB
53926,204569,Delegado Pablo,null,AM
53926,178929,Diego Garcia,REPUBLICANOS,PR
53926,204465,Haroldo Cathedral,null,RR
53926,74554,José Rocha,UNIÃO,BA
53926,204558,Marcelo Nilo,REPUBLICANOS,BA
53926,204506,Marcos Pereira,REPUBLICANOS,SP
53926,141508,Mauro Nazif,null,RO
53926,204449,Nelson Barbudo,PODE,MT
53926,160655,Ricardo Izar,null,SP
53926,178945,Rosangela Gomes,REPUBLICANOS,RJ
53926,204387,Sargento Fahur,PL,PR
53926,178947,Sóstenes Cavalcante,PL,RJ
53926,160976,Tiririca,PSD,SP
53927,178924,Capitão Fábio Abreu,null,PI
53927,141408,Cleber Verde,MDB,MA
53927,134812,Edmilson Rodrigues,null,PA
53927,160619,José Nunes,null,BA
53927,204416,Sanderson,PL,RS
53928,178927,Aliel Machado,PV,PR
53928,160665,Augusto Coutinho,REPUBLICANOS,PE
53928,141513,Bilac Pinto,null,MG
53928,204397,Boca Aberta,null,PR
53928,143632,Domingos Neto,PSD,CE
53928,204439,Dr. Leonardo,null,MT
53928,178873,Helder Salomão,PT,ES
53928,204576,João Roma,null,BA
53928,204455,Luiz Lima,NOVO,RJ
53928,154178,Milton Vieira,REPUBLICANOS,SP
53928,178946,Soraya Santos,PL,RJ
53928,160610,Valmir Assunção,PT,BA
53933,141405,Celso Maldaner,null,SC
53933,178873,Helder Salomão,PT,ES
53933,74273,Jefferson Campos,PL,SP
53933,204550,Júnior Mano,PSB,CE
53933,179001,Márcio Biolchi,MDB,RS
53933,204416,Sanderson,PL,RS
53933,160592,Zeca Dirceu,PT,PR
53934,204571,Alex Santana,null,BA
53934,178963,Covatti Filho,null,RS
53934,204552,Eduardo Braide,null,MA
53934,160640,Eros Biondini,PL,MG
53934,115746,Gelson Azevedo,null,RJ
53934,74554,José Rocha,UNIÃO,BA
53934,204441,Otoni de Paula,PSD,RJ
53934,160653,Roberto de Lucena,null,SP
53934,178922,Tadeu Alencar,null,PE
53934,141553,Vanderlei Macris,null,SP
53935,178833,Alexandre Serfiotis,null,RJ
53935,204352,Camilo Capiberibe,null,AP
53935,204439,Dr. Leonardo,null,MT
53935,171623,Fabio Reis,PSD,SE
53935,160587,Fábio Trad,null,MS
53935,66828,Fausto Pinato,PP,SP
53935,160666,Félix Mendonça Júnior,PDT,BA
53935,204427,Fernando Rodolfo,PRD,PE
53935,178981,Herculano Passos,null,SP
53935,74366,João Campos,null,GO
53935,204576,João Roma,null,BA
53935,90201,Pedro Augusto Bezerra,null,CE
53935,160639,Professora Dorinha Seabra Rezende,null,TO
53935,178921,Sebastião Oliveira,null,PE
53935,204425,Silvio Costa Filho,REPUBLICANOS,PE
53935,177282,Subtenente Gonzaga,null,MG
53935,141553,Vanderlei Macris,null,SP
53935,74043,Wellington Roberto,PSD,PB
53936,178831,André Abdon,PP,AP
53936,74655,Eduardo Barbosa,null,MG
53936,115746,Gelson Azevedo,null,RJ
53936,74273,Jefferson Campos,PL,SP
53936,74156,Leonardo Monteiro,PT,MG
53936,74159,Odair Cunha,PT,MG
53936,178920,Ricardo Teobaldo,null,PE
53936,74371,Rubens Otoni,PT,GO
53936,178887,Rubens Pereira Júnior,PT,MA
53936,141555,Vinicius Carvalho,PL,SP
53936,74439,Wolney Queiroz,null,PE
53937,69871,Bacelar,PV,BA
53937,178829,Capitão Augusto,PL,SP
53937,141405,Celso Maldaner,null,SC
53937,204454,Daniel Silveira,null,RJ
53937,160758,Domingos Sávio,PL,MG
53937,141421,Eduardo da Fonte,PP,PE
53937,160575,Erika Kokay,PT,DF
53937,141431,Fernando Coelho Filho,UNIÃO,PE
53937,178966,Geovania de Sá,PSDB,SC
53937,204513,Guiga Peixoto,null,SP
53937,160667,Guilherme Mussi,null,SP
53937,150418,Márcio Marinho,REPUBLICANOS,BA
53937,160556,Padre João,PT,MG
53937,74161,Reginaldo Lopes,PT,MG
53915,204554,Abílio Santana,null,BA
53915,178876,Célio Silveira,MDB,GO
53915,141408,Cleber Verde,MDB,MA
53915,178916,Daniel Coelho,null,PE
53915,160531,Jhonatan de Jesus,null,RR
53915,178910,Joaquim Passarinho,PL,PA
53915,178879,Lucas Vergilio,null,GO
53915,204458,Major Fabiana,null,RJ
53915,204469,Manuel Marcos,null,AC
53915,178985,Miguel Lombardi,PL,SP
53915,74160,Patrus Ananias,PT,MG
53915,160639,Professora Dorinha Seabra Rezende,null,TO
53915,160653,Roberto de Lucena,null,SP
53915,74305,Roberto Pessoa,null,CE
53915,74371,Rubens Otoni,PT,GO
53924,136811,Afonso Hamm,PP,RS
53924,204515,André Janones,REDE,MG
53924,109429,Benes Leocádio,UNIÃO,RN
53924,93083,Cacá Leão,null,BA
53924,141411,Dagoberto Nogueira,PP,MS
53924,204450,Doutor Luizinho,PP,RJ
53924,74655,Eduardo Barbosa,null,MG
53924,160575,Erika Kokay,PT,DF
53924,160666,Félix Mendonça Júnior,PDT,BA
53924,160598,Flávia Morais,PDT,GO
53924,178839,Jéssica Sales,null,AC
53924,204372,Julio Cesar Ribeiro,REPUBLICANOS,DF
53924,74156,Leonardo Monteiro,PT,MG
53924,160645,Luiz Carlos,null,AP
53924,204433,Marcelo Calero,null,RJ
53924,204390,Professor Alcides,PSDB,GO
53924,152610,Roberto Alves,null,SP
53924,178945,Rosangela Gomes,REPUBLICANOS,RJ
53924,160621,Sandro Alex,PSD,PR
53914,74471,André de Paula,null,PE
53914,141391,Arnaldo Jardim,CIDADANIA,SP
53914,74090,Átila Lins,PSD,AM
53914,204562,Edilázio Júnior,null,MA
53914,204541,Eduardo Bismarck,PV,CE
53914,198197,Greyce Elias,AVANTE,MG
53914,204373,Hélio Costa,null,SC
53914,73482,Henrique Fontana,null,RS
53914,151208,Laercio Oliveira,null,SE
53914,204556,Marcelo Ramos,null,AM
53914,178896,Newton Cardoso Jr,MDB,MG
53914,204573,Otto Alencar Filho,null,BA
53914,141523,Raul Henry,null,PE
53914,178925,Rejane Dias,null,PI
53914,204360,Silvia Cristina,PP,RO
53914,204505,Vavá Martins,null,PA
53920,null,Marcio Alvino,null,null
53920,160600,Arthur Oliveira Maia,UNIÃO,BA
53920,74459,Átila Lira,null,PI
53920,160528,Danilo Cabral,null,PE
53920,74655,Eduardo Barbosa,null,MG
53920,160587,Fábio Trad,null,MS
53920,178966,Geovania de Sá,PSDB,SC
53920,74383,Giacobo,PSD,PR
53920,204531,Guilherme Derrite,PP,SP
53920,160655,Ricardo Izar,null,SP
53920,160635,Ruy Carneiro,PODE,PB
53920,160976,Tiririca,PSD,SP
53921,204380,Celina Leão,null,DF
53921,204490,Charlles Evangelista,null,MG
53921,72442,Felipe Carreras,PSB,PE
53921,107283,Gleisi Hoffmann,PT,PR
53921,178964,Heitor Schuch,PSD,RS
53921,160570,Jerônimo Goergen,null,RS
53921,74317,Júlio Cesar,PSD,PI
53921,178954,Lucio Mosquini,PL,RO
53921,178986,Nilto Tatto,PT,SP
53921,204553,Pastor Sargento Isidório,AVANTE,BA
53921,178912,Pedro Cunha Lima,null,PB
53921,160641,Professora Marcivania,PCdoB,AP
53921,141553,Vanderlei Macris,null,SP
53917,133439,André Figueiredo,PDT,CE
53917,73433,Arlindo Chinaglia,PT,SP
53917,69871,Bacelar,PV,BA
53917,213762,Carla Dickson,UNIÃO,RN
53917,178963,Covatti Filho,null,RS
53917,213679,Dr. João,null,BA
53917,204392,Francisco Jr.,null,GO
53917,204494,Fred Costa,PRD,MG
53917,107283,Gleisi Hoffmann,PT,PR
53917,178886,Juscelino Filho,PSDB,MA
53917,196358,Lourival Gomes,null,RJ
53917,81055,Márcio Jerry,PCdoB,MA
53917,74398,Maria do Rosário,PT,RS
53917,160604,Pedro Uczai,PT,SC
53917,74043,Wellington Roberto,PSD,PB
53917,178889,Zé Carlos,null,MA
53919,178937,Altineu Côrtes,PL,RJ
53919,160512,Aureo Ribeiro,SOLIDARIEDADE,RJ
53919,204488,Célio Studart,PSD,CE
53919,141405,Celso Maldaner,null,SC
53919,73441,Celso Russomanno,REPUBLICANOS,SP
53919,204442,Gurgel,null,RJ
53919,151208,Laercio Oliveira,null,SE
53919,74299,Leônidas Cristino,null,CE
53919,178895,Misael Varella,PSD,MG
53919,178912,Pedro Cunha Lima,null,PB
53919,160653,Roberto de Lucena,null,SP
53904,204414,Aroldo Martins,null,PR
53904,159237,Assis Carvalho,null,PI
53904,160665,Augusto Coutinho,REPUBLICANOS,PE
53904,178993,Carlos Henrique Gaguim,UNIÃO,TO
53904,178929,Diego Garcia,REPUBLICANOS,PR
53904,141428,Fábio Faria,null,RN
53904,204371,Felipe Rigoni,null,ES
53904,178964,Heitor Schuch,PSD,RS
53904,160619,José Nunes,null,BA
53904,204574,Junior Lourenço,MDB,MA
53904,178931,Luciano Ducci,PSB,PR
53904,150418,Márcio Marinho,REPUBLICANOS,BA
53904,74158,Mário Heringer,PDT,MG
53904,73486,Pompeo de Mattos,PDT,RS
53904,205865,Reinhold Stephanes Junior,null,PR
53904,160653,Roberto de Lucena,null,SP
53904,178947,Sóstenes Cavalcante,PL,RJ
53904,177282,Subtenente Gonzaga,null,MG
53904,178992,Vitor Lippi,PSD,SP
53904,160592,Zeca Dirceu,PT,PR
53906,null,Fausto Pinato,null,null
53906,204495,Airton Faleiro,PT,PA
53906,204413,Alcides Rodrigues,null,GO
53906,178833,Alexandre Serfiotis,null,RJ
53906,178882,André Fufuca,PP,MA
53906,141513,Bilac Pinto,null,MG
53906,93083,Cacá Leão,null,BA
53906,74467,Damião Feliciano,UNIÃO,PB
53906,171623,Fabio Reis,PSD,SE
53906,160587,Fábio Trad,null,MS
53906,204392,Francisco Jr.,null,GO
53906,204484,General Peternelli,null,SP
53906,74571,Nelson Pellegrino,null,BA
53906,204573,Otto Alencar Filho,null,BA
53906,204383,Professor Israel Batista,null,DF
53906,160653,Roberto de Lucena,null,SP
53906,204399,Schiavinato,null,PR
53906,197438,Tito,null,BA
53906,137070,Vicentinho Júnior,PSDB,TO
53908,69871,Bacelar,PV,BA
53908,141439,Chico D'Angelo,null,RJ
53908,204364,Eli Borges,REPUBLICANOS,TO
53908,207309,Enéias Reis,null,MG
53908,204537,Enrico Misasi,null,SP
53908,171623,Fabio Reis,PSD,SE
53908,204354,Flávia Arruda,null,DF
53908,204393,Frei Anastacio Ribeiro,null,PB
53908,204539,Hercílio Coelho Diniz,MDB,MG
53908,74366,João Campos,null,GO
53908,74299,Leônidas Cristino,null,CE
53908,204556,Marcelo Ramos,null,AM
53908,194260,Nivaldo Albuquerque,null,AL
53908,73808,Sérgio Brito,PSD,BA
53908,204466,Tereza Nelma,null,AL
53908,74044,Wilson Santiago,REPUBLICANOS,PB
53910,121948,Adriano do Baldy,PP,GO
53910,73696,Angela Amin,null,SC
53910,160541,Arthur Lira,PP,AL
53910,178993,Carlos Henrique Gaguim,UNIÃO,TO
53910,204440,Christino Aureo,null,RJ
53910,81297,Dra. Soraya Manato,null,ES
53910,178839,Jéssica Sales,null,AC
53910,204523,Lucas Gonzalez,null,MG
53910,160645,Luiz Carlos,null,AP
53910,178986,Nilto Tatto,PT,SP
53910,160653,Roberto de Lucena,null,SP
53910,204366,Rodrigo Coelho,null,SC
53910,74371,Rubens Otoni,PT,GO
53910,160635,Ruy Carneiro,PODE,PB
53910,178947,Sóstenes Cavalcante,PL,RJ
53910,204532,Vinicius Poit,null,SP
53911,178835,Afonso Motta,PDT,RS
53911,160545,Alexandre Leite,UNIÃO,SP
53911,160553,Antonio Brito,PSD,BA
53911,109429,Benes Leocádio,UNIÃO,RN
53911,204374,Bia Kicis,PL,DF
53911,74467,Damião Feliciano,UNIÃO,PB
53911,178909,Hélio Leite,null,PA
53911,204546,Joice Hasselmann,null,SP
53911,204550,Júnior Mano,PSB,CE
53911,204536,Kim Kataguiri,MISSÃO,SP
53911,74398,Maria do Rosário,PT,RS
53911,204570,Pastor Gil,PL,MA
53911,74161,Reginaldo Lopes,PT,MG
53911,152610,Roberto Alves,null,SP
53912,204400,Aline Sleutjes,null,PR
53912,178829,Capitão Augusto,PL,SP
53912,204476,Chiquinho Brazão,null,RJ
53912,66828,Fausto Pinato,PP,SP
53912,160666,Félix Mendonça Júnior,PDT,BA
53912,74419,Gonzaga Patriota,null,PE
53912,204566,Marreca Filho,null,MA
53913,178993,Carlos Henrique Gaguim,UNIÃO,TO
53913,164360,Carmen Zanotto,null,SC
53913,178966,Geovania de Sá,PSDB,SC
53913,74419,Gonzaga Patriota,null,PE
53913,73466,Rubens Bueno,null,PR
53913,204425,Silvio Costa Filho,REPUBLICANOS,PE
53913,195866,Vaidon Oliveira,null,CE
53913,160610,Valmir Assunção,PT,BA
53916,178972,Alex Manente,CIDADANIA,SP
53916,92699,Fernando Monteiro,PSD,PE
53916,160598,Flávia Morais,PDT,GO
53916,74749,Mauro Lopes,null,MG
53916,74159,Odair Cunha,PT,MG
53916,160641,Professora Marcivania,PCdoB,AP
53916,178930,Roman,null,PR
53900,178836,Alan Rick,null,AC
53900,178833,Alexandre Serfiotis,null,RJ
53900,204353,Aline Gurgel,UNIÃO,AP
53900,178881,Aluisio Mendes,REPUBLICANOS,MA
53900,204551,Bosco Saraiva,null,AM
53900,74537,Claudio Cajado,PP,BA
53900,204376,Coronel Armando,null,SC
53900,204459,Daniela do Waguinho,REPUBLICANOS,RJ
53900,164359,Delegado Waldir,null,GO
53900,204364,Eli Borges,REPUBLICANOS,TO
53900,204527,Geninho Zuliani,null,SP
53900,204491,Gilberto Abramo,REPUBLICANOS,MG
53900,178964,Heitor Schuch,PSD,RS
53900,141450,Hugo Leal,PSD,RJ
53900,160531,Jhonatan de Jesus,null,RR
53900,74366,João Campos,null,GO
53900,205550,Jorge Braz,REPUBLICANOS,RJ
53900,204556,Marcelo Ramos,null,AM
53900,146307,Neri Geller,null,MT
53900,141516,Paulo Abi-Ackel,PSDB,MG
53900,204529,Policial Katia Sastre,null,SP
53900,73486,Pompeo de Mattos,PDT,RS
53909,178929,Diego Garcia,REPUBLICANOS,PR
53909,204528,Adriana Ventura,NOVO,SP
53909,74057,Alice Portugal,PCdoB,BA
53909,204374,Bia Kicis,PL,DF
53909,204499,Cássio Andrade,null,PA
53909,204496,Celso Sabino,PDT,PA
53909,178916,Daniel Coelho,null,PE
53909,204494,Fred Costa,PRD,MG
53909,115746,Gelson Azevedo,null,RJ
53909,204473,General Girão,PL,RN
53909,178970,João Daniel,PT,SE
53909,178886,Juscelino Filho,PSDB,MA
53909,74299,Leônidas Cristino,null,CE
53909,178931,Luciano Ducci,PSB,PR
53909,178983,Marcio Alvino,PL,SP
53909,204432,Marina Santos,null,PI
53909,204453,Natália Bonavides,PT,RN
53909,141488,Paulo Teixeira,PT,SP
53909,178874,Sergio Vidigal,null,ES
53909,141555,Vinicius Carvalho,PL,SP
53893,141391,Arnaldo Jardim,CIDADANIA,SP
53893,204361,Carlos Chiodini,MDB,SC
53893,164360,Carmen Zanotto,null,SC
53893,204380,Celina Leão,null,DF
53893,204378,Coronel Chrisóstomo,PL,RO
53893,204409,Daniel Trzeciak,PSDB,RS
53893,74655,Eduardo Barbosa,null,MG
53893,204456,Gutemberg Reis,MDB,RJ
53893,160570,Jerônimo Goergen,null,RS
53893,178886,Juscelino Filho,PSDB,MA
53899,136811,Afonso Hamm,PP,RS
53899,178836,Alan Rick,null,AC
53899,160559,Alceu Moreira,MDB,RS
53899,74057,Alice Portugal,PCdoB,BA
53899,141391,Arnaldo Jardim,CIDADANIA,SP
53899,160600,Arthur Oliveira Maia,UNIÃO,BA
53899,141335,Beto Faro,null,PA
53899,204514,Coronel Tadeu,null,SP
53899,160640,Eros Biondini,PL,MG
53899,74848,Jandira Feghali,PCdoB,RJ
53899,160570,Jerônimo Goergen,null,RS
53899,74317,Júlio Cesar,PSD,PI
53899,178896,Newton Cardoso Jr,MDB,MG
53899,178912,Pedro Cunha Lima,null,PB
53899,160601,Pr. Marco Feliciano,PL,SP
53899,178925,Rejane Dias,null,PI
53899,160655,Ricardo Izar,null,SP
53899,160653,Roberto de Lucena,null,SP
53899,74305,Roberto Pessoa,null,CE
53899,73466,Rubens Bueno,null,PR
53905,66828,Fausto Pinato,PP,SP
53905,204576,João Roma,null,BA
53905,74156,Leonardo Monteiro,PT,MG
53905,204395,Pedro Lupion,REPUBLICANOS,PR
53905,160601,Pr. Marco Feliciano,PL,SP
53905,204565,Professora Dayane Pimentel,null,BA
53905,204567,Raimundo Costa,PSD,BA
53905,74161,Reginaldo Lopes,PT,MG
53905,204437,Severino Pessoa,null,AL
53905,74283,Vicentinho,null,SP
53905,160518,Weliton Prado,SOLIDARIEDADE,MG
53918,160528,Danilo Cabral,null,PE
53918,134812,Edmilson Rodrigues,null,PA
53918,198783,Emanuel Pinheiro Neto,PSD,MT
53918,204491,Gilberto Abramo,REPUBLICANOS,MG
53918,204418,Luizão Goulart,null,PR
53918,204469,Manuel Marcos,null,AC
53918,74571,Nelson Pellegrino,null,BA
53918,133968,Paulo Ramos,null,RJ
53918,178989,Renata Abreu,PODE,SP
53907,204413,Alcides Rodrigues,null,GO
53907,204571,Alex Santana,null,BA
53907,178881,Aluisio Mendes,REPUBLICANOS,MA
53907,204414,Aroldo Martins,null,PR
53907,74459,Átila Lira,null,PI
53907,160665,Augusto Coutinho,REPUBLICANOS,PE
53907,204352,Camilo Capiberibe,null,AP
53907,178908,Delegado Éder Mauro,PL,PA
53907,204450,Doutor Luizinho,PP,RJ
53907,171623,Fabio Reis,PSD,SE
53907,107283,Gleisi Hoffmann,PT,PR
53907,178884,Hildo Rocha,MDB,MA
53907,74299,Leônidas Cristino,null,CE
53907,160510,Luis Tibé,null,MG
53907,178896,Newton Cardoso Jr,MDB,MG
53907,160639,Professora Dorinha Seabra Rezende,null,TO
53907,73466,Rubens Bueno,null,PR
53907,178933,Sergio Souza,MDB,PR
53907,204557,Sidney Leite,PSD,AM
53907,178863,Uldurico Junior,null,BA
53901,204549,AJ Albuquerque,PP,CE
53901,204423,André Ferreira,PL,PE
53901,159237,Assis Carvalho,null,PI
53901,160512,Aureo Ribeiro,SOLIDARIEDADE,RJ
53901,178975,Baleia Rossi,MDB,SP
53901,204561,Bira do Pindaré,null,MA
53901,204562,Edilázio Júnior,null,MA
53901,68720,Fábio Henrique,null,SE
53901,204398,Felipe Francischini,PODE,PR
53901,204427,Fernando Rodolfo,PRD,PE
53901,204392,Francisco Jr.,null,GO
53901,74273,Jefferson Campos,PL,SP
53901,204429,João H. Campos,null,PE
53901,204472,José Medeiros,PL,MT
53901,160619,José Nunes,null,BA
53901,74317,Júlio Cesar,PSD,PI
53901,204375,Leda Sadala,null,AP
53901,160645,Luiz Carlos,null,AP
53901,162332,Luiz Nishimori,PSD,PR
53901,178945,Rosangela Gomes,REPUBLICANOS,RJ
53901,74439,Wolney Queiroz,null,PE
53898,136811,Afonso Hamm,PP,RS
53898,133439,André Figueiredo,PDT,CE
53898,141391,Arnaldo Jardim,CIDADANIA,SP
53898,74090,Átila Lins,PSD,AM
53898,204454,Daniel Silveira,null,RJ
53898,134812,Edmilson Rodrigues,null,PA
53898,74383,Giacobo,PSD,PR
53898,204456,Gutemberg Reis,MDB,RJ
53898,204539,Hercílio Coelho Diniz,MDB,MG
53898,74848,Jandira Feghali,PCdoB,RJ
53898,160531,Jhonatan de Jesus,null,RR
53898,112437,João Marcelo Souza,null,MA
53898,178931,Luciano Ducci,PSB,PR
53898,204441,Otoni de Paula,PSD,RJ
53894,178831,André Abdon,PP,AP
53894,204515,André Janones,REDE,MG
53894,178829,Capitão Augusto,PL,SP
53894,204370,Célio Moura,null,TO
53894,171623,Fabio Reis,PSD,SE
53894,204442,Gurgel,null,RJ
53894,204373,Hélio Costa,null,SC
53894,178909,Hélio Leite,null,PA
53894,178981,Herculano Passos,null,SP
53894,141459,João Maia,PP,RN
53894,112437,João Marcelo Souza,null,MA
53894,162332,Luiz Nishimori,PSD,PR
53894,204433,Marcelo Calero,null,RJ
53894,204556,Marcelo Ramos,null,AM
53894,81055,Márcio Jerry,PCdoB,MA
53894,204430,Margarete Coelho,null,PI
53894,204357,Rose Modesto,null,MS
53894,204425,Silvio Costa Filho,REPUBLICANOS,PE
53895,178833,Alexandre Serfiotis,null,RJ
53895,178927,Aliel Machado,PV,PR
53895,160512,Aureo Ribeiro,SOLIDARIEDADE,RJ
53895,204411,Filipe Barros,PL,PR
53895,150418,Márcio Marinho,REPUBLICANOS,BA
53895,178895,Misael Varella,PSD,MG
53895,178887,Rubens Pereira Júnior,PT,MA
53895,160518,Weliton Prado,SOLIDARIEDADE,MG
53897,204560,Adolfo Viana,PSDB,BA
53897,136811,Afonso Hamm,PP,RS
53897,204397,Boca Aberta,null,PR
53897,178993,Carlos Henrique Gaguim,UNIÃO,TO
53897,178928,Christiane de Souza Yared,null,PR
53897,178963,Covatti Filho,null,RS
53897,178929,Diego Garcia,REPUBLICANOS,PR
53897,132504,Enio Verri,null,PR
53897,204482,Euclydes Pettersen,null,MG
53897,178969,Fábio Mitidieri,null,SE
53897,74366,João Campos,null,GO
53897,204546,Joice Hasselmann,null,SP
53897,141516,Paulo Abi-Ackel,PSDB,MG
53897,204530,Rodrigo Agostinho,null,SP
53897,204366,Rodrigo Coelho,null,SC
53897,204466,Tereza Nelma,null,AL
53897,141555,Vinicius Carvalho,PL,SP
53902,204549,AJ Albuquerque,PP,CE
53902,178929,Diego Garcia,REPUBLICANOS,PR
53902,198783,Emanuel Pinheiro Neto,PSD,MT
53902,204482,Euclydes Pettersen,null,MG
53902,178969,Fábio Mitidieri,null,SE
53902,160674,Hugo Motta,REPUBLICANOS,PB
53902,67138,Iracema Portella,null,PI
53902,204455,Luiz Lima,NOVO,RJ
53902,162332,Luiz Nishimori,PSD,PR
53902,160556,Padre João,PT,MG
53902,74160,Patrus Ananias,PT,MG
53902,122158,Pedro Paulo,PSD,RJ
53902,204524,Pinheirinho,PP,MG
53902,141523,Raul Henry,null,PE
53902,204525,Rosana Valle,PL,SP
53902,74371,Rubens Otoni,PT,GO
53902,204466,Tereza Nelma,null,AL
53902,74043,Wellington Roberto,PSD,PB
53887,178963,Covatti Filho,null,RS
53887,141411,Dagoberto Nogueira,PP,MS
53887,204482,Euclydes Pettersen,null,MG
53887,178969,Fábio Mitidieri,null,SE
53887,66828,Fausto Pinato,PP,SP
53887,74419,Gonzaga Patriota,null,PE
53887,178884,Hildo Rocha,MDB,MA
53887,178896,Newton Cardoso Jr,MDB,MG
53887,160639,Professora Dorinha Seabra Rezende,null,TO
53887,160635,Ruy Carneiro,PODE,PB
53888,93083,Cacá Leão,null,BA
53888,135054,Cristiano Vale,null,PA
53888,178916,Daniel Coelho,null,PE
53888,204454,Daniel Silveira,null,RJ
53888,81297,Dra. Soraya Manato,null,ES
53888,204482,Euclydes Pettersen,null,MG
53888,204546,Joice Hasselmann,null,SP
53888,178832,Leandre,PSD,PR
53888,204448,Luiz Antônio Corrêa,null,RJ
53888,166402,Magda Mofatto,PL,GO
53888,204452,Márcio Labre,null,RJ
53888,204441,Otoni de Paula,PSD,RJ
53888,74160,Patrus Ananias,PT,MG
53888,160517,Paulo Foletto,PSB,ES
53888,152610,Roberto Alves,null,SP
53889,178937,Altineu Côrtes,PL,RJ
53889,178881,Aluisio Mendes,REPUBLICANOS,MA
53889,178962,Carlos Gomes,REPUBLICANOS,RS
53889,73441,Celso Russomanno,REPUBLICANOS,SP
53889,141408,Cleber Verde,MDB,MA
53889,160666,Félix Mendonça Júnior,PDT,BA
53889,141459,João Maia,PP,RN
