tipo_evento,id_deputado,nome_deputado,presencas_confirmadas,total_eventos_tipo,taxa_presenca_perc
Sessão Deliberativa,230767,Rodrigo da Zaeli,43,48,89.6
Sessão Deliberativa,220692,Dal Barreto,43,48,89.6
Sessão Deliberativa,221338,Professora Luciene Cavalcante,43,48,89.6
Sessão Deliberativa,178986,Nilto Tatto,43,48,89.6
Sessão Deliberativa,160610,Valmir Assunção,43,48,89.6
Sessão Deliberativa,220539,Defensor Stélio Dener,43,48,89.6
Sessão Deliberativa,220589,Eduardo Velloso,43,48,89.6
Sessão Deliberativa,226837,Saulo Pedroso,43,48,89.6
Sessão Deliberativa,141391,Arnaldo Jardim,43,48,89.6
Sessão Deliberativa,141411,Dagoberto Nogueira,43,48,89.6
Sessão Deliberativa,223128,Rodrigo Estacho,43,48,89.6
Sessão Deliberativa,74371,Rubens Otoni,43,48,89.6
Sessão Deliberativa,204391,José Nelto,43,48,89.6
Sessão Deliberativa,224333,Welter,43,48,89.6
Sessão Deliberativa,220598,Tarcísio Motta,43,48,89.6
Sessão Deliberativa,178947,Sóstenes Cavalcante,43,48,89.6
Sessão Deliberativa,62881,Danilo Forte,43,48,89.6
Sessão Deliberativa,220632,Ana Pimentel,43,48,89.6
Sessão Deliberativa,178987,Orlando Silva,43,48,89.6
Sessão Deliberativa,204369,Caroline de Toni,43,48,89.6
Sessão Deliberativa,220588,Roberto Duarte,43,48,89.6
Sessão Deliberativa,204457,Juninho do Pneu,43,48,89.6
Sessão Deliberativa,160635,Ruy Carneiro,43,48,89.6
Sessão Deliberativa,215043,Josivaldo Jp,43,48,89.6
Sessão Deliberativa,178860,Paulo Azi,43,48,89.6
Sessão Deliberativa,220551,Franciane Bayer,43,48,89.6
Sessão Deliberativa,74090,Átila Lins,43,48,89.6
Sessão Deliberativa,230957,João Cury,43,48,89.6
Sessão Deliberativa,74299,Leônidas Cristino,43,48,89.6
Sessão Deliberativa,204526,Luiz Philippe de Orleans e Bragança,43,48,89.6
Sessão Deliberativa,73801,Renildo Calheiros,43,48,89.6
Sessão Deliberativa,220644,Rosangela Moro,43,48,89.6
Sessão Deliberativa,74467,Damião Feliciano,43,48,89.6
Sessão Deliberativa,141459,João Maia,43,48,89.6
Sessão Deliberativa,204489,Robério Monteiro,43,48,89.6
Sessão Deliberativa,141408,Cleber Verde,43,48,89.6
Sessão Deliberativa,141421,Eduardo da Fonte,43,48,89.6
Sessão Deliberativa,204367,Daniel Freitas,43,48,89.6
Sessão Deliberativa,74159,Odair Cunha,43,48,89.6
Sessão Deliberativa,157130,Túlio Gadêlha,43,48,89.6
Sessão Deliberativa,220664,Guilherme Uchoa,42,48,87.5
Sessão Deliberativa,204406,Pedro Westphalen,42,48,87.5
Sessão Deliberativa,220655,Mario Frias,42,48,87.5
Sessão Deliberativa,204449,Nelson Barbudo,42,48,87.5
Sessão Deliberativa,220563,Icaro de Valmir,42,48,87.5
Sessão Deliberativa,123756,Antônia Lúcia,42,48,87.5
Sessão Deliberativa,178843,Marx Beltrão,42,48,87.5
Sessão Deliberativa,141398,Carlos Zarattini,42,48,87.5
Sessão Deliberativa,204374,Bia Kicis,42,48,87.5
Sessão Deliberativa,204360,Silvia Cristina,42,48,87.5
Sessão Deliberativa,220558,Zé Trovão,42,48,87.5
Sessão Deliberativa,204408,Gustinho Ribeiro,42,48,87.5
Sessão Deliberativa,220663,Eriberto Medeiros,42,48,87.5
Sessão Deliberativa,179000,Marcelo Álvaro Antônio,42,48,87.5
Sessão Deliberativa,220592,Zezinho Barbary,42,48,87.5
Sessão Deliberativa,204394,Gervásio Maia,42,48,87.5
Sessão Deliberativa,230768,Zé Adriano,42,48,87.5
Sessão Deliberativa,160161,Marcelo Queiroz,42,48,87.5
Sessão Deliberativa,160976,Tiririca,42,48,87.5
Sessão Deliberativa,74156,Leonardo Monteiro,42,48,87.5
Sessão Deliberativa,178946,Soraya Santos,42,48,87.5
Sessão Deliberativa,220584,Murilo Galdino,42,48,87.5
Sessão Deliberativa,160642,Pastor Eurico,42,48,87.5
Sessão Deliberativa,178931,Luciano Ducci,42,48,87.5
Sessão Deliberativa,220700,Florentino Neto,42,48,87.5
Sessão Deliberativa,204459,Daniela do Waguinho,42,48,87.5
Sessão Deliberativa,204396,Vermelho,42,48,87.5
Sessão Deliberativa,204574,Junior Lourenço,42,48,87.5
Sessão Deliberativa,220603,Dani Cunha,42,48,87.5
Sessão Deliberativa,220527,Jack Rocha,42,48,87.5
Sessão Deliberativa,204512,Delegado Marcelo Freitas,42,48,87.5
Sessão Deliberativa,141531,Rodrigo de Castro,42,48,87.5
Sessão Deliberativa,198783,Emanuel Pinheiro Neto,42,48,87.5
Sessão Deliberativa,74784,Luiza Erundina,42,48,87.5
Sessão Deliberativa,141487,Luiz Fernando Faria,42,48,87.5
Sessão Deliberativa,160535,Marcon,42,48,87.5
Sessão Deliberativa,204495,Airton Faleiro,42,48,87.5
Sessão Deliberativa,178866,Luizianne Lins,42,48,87.5
Sessão Deliberativa,220675,Antônio Doido,42,48,87.5
Sessão Deliberativa,220681,Fábio Macedo,42,48,87.5
Sessão Deliberativa,141516,Paulo Abi-Ackel,41,48,85.4
Sessão Deliberativa,220554,Alexandre Lindenmeyer,41,48,85.4
Sessão Deliberativa,220613,Roberto Monteiro Pai,41,48,85.4
Sessão Deliberativa,220631,Samuel Viana,41,48,85.4
Sessão Deliberativa,160552,Danrlei de Deus Hinterholz,41,48,85.4
Sessão Deliberativa,220640,Juliana Cardoso,41,48,85.4
Sessão Deliberativa,225730,Enfermeira Ana Paula,41,48,85.4
Sessão Deliberativa,122158,Pedro Paulo,41,48,85.4
Sessão Deliberativa,74079,José Priante,41,48,85.4
Sessão Deliberativa,74398,Maria do Rosário,41,48,85.4
Sessão Deliberativa,204412,Dr. Zacharias Calil,41,48,85.4
Sessão Deliberativa,152605,Glauber Braga,41,48,85.4
Sessão Deliberativa,204567,Raimundo Costa,41,48,85.4
Sessão Deliberativa,220656,Fernanda Pessoa,41,48,85.4
Sessão Deliberativa,204404,Lucas Redecker,41,48,85.4
Sessão Deliberativa,204511,David Soares,41,48,85.4
Sessão Deliberativa,178992,Vitor Lippi,41,48,85.4
Sessão Deliberativa,178934,Toninho Wandscheer,41,48,85.4
Sessão Deliberativa,204491,Gilberto Abramo,41,48,85.4
Sessão Deliberativa,220652,Delegado Palumbo,41,48,85.4
Sessão Deliberativa,220531,Gilvan Maximo,41,48,85.4
Sessão Deliberativa,220556,Ana Paula Lima,41,48,85.4
Sessão Deliberativa,220557,Daniela Reinehr,41,48,85.4
Sessão Deliberativa,220667,Pedro Campos,41,48,85.4
Sessão Deliberativa,220528,Dr. Victor Linhalis,41,48,85.4
Sessão Deliberativa,178975,Baleia Rossi,41,48,85.4
Sessão Deliberativa,178908,Delegado Éder Mauro,41,48,85.4
Sessão Deliberativa,220649,Delegado da Cunha,40,48,83.3
Sessão Deliberativa,220586,Rafael Brito,40,48,83.3
Sessão Deliberativa,160674,Hugo Motta,40,48,83.3
Sessão Deliberativa,218086,Ely Santos,40,48,83.3
Sessão Deliberativa,204390,Professor Alcides,40,48,83.3
Sessão Deliberativa,92699,Fernando Monteiro,40,48,83.3
Sessão Deliberativa,160601,Pr. Marco Feliciano,40,48,83.3
Sessão Deliberativa,92776,Stefano Aguiar,40,48,83.3
Sessão Deliberativa,220600,Lebrão,40,48,83.3
Sessão Deliberativa,220567,Jeferson Rodrigues,40,48,83.3
Sessão Deliberativa,138286,Luciano Alves,40,48,83.3
Sessão Deliberativa,220635,Bruno Ganem,40,48,83.3
Sessão Deliberativa,220569,Silvye Alves,40,48,83.3
Sessão Deliberativa,204517,Zé Vitor,40,48,83.3
Sessão Deliberativa,220683,Beto Richa,40,48,83.3
Sessão Deliberativa,220585,Mersinho Lucena,40,48,83.3
Sessão Deliberativa,220533,Prof. Reginaldo Veras,40,48,83.3
Sessão Deliberativa,73701,Benedita da Silva,40,48,83.3
Sessão Deliberativa,220689,Detinha,40,48,83.3
Sessão Deliberativa,160758,Domingos Sávio,40,48,83.3
Sessão Deliberativa,204498,Olival Marques,40,48,83.3
Sessão Deliberativa,220623,Duda Salabert,40,48,83.3
Sessão Deliberativa,204570,Pastor Gil,40,48,83.3
Sessão Deliberativa,204563,Josimar Maranhãozinho,40,48,83.3
Sessão Deliberativa,73778,Luiz Carlos Hauly,40,48,83.3
Sessão Deliberativa,139285,Lídice da Mata,40,48,83.3
Sessão Deliberativa,166402,Magda Mofatto,40,48,83.3
Sessão Deliberativa,141555,Vinicius Carvalho,40,48,83.3
Sessão Deliberativa,220658,Luiz Gastão,40,48,83.3
Sessão Deliberativa,220570,Dr. Ismael Alexandrino,39,48,81.3
Sessão Deliberativa,74262,Carlos Sampaio,39,48,81.3
Sessão Deliberativa,227660,Nitinho,39,48,81.3
Sessão Deliberativa,220537,Helena Lima,39,48,81.3
Sessão Deliberativa,220691,Diego Coronel,39,48,81.3
Sessão Deliberativa,160588,Diego Andrade,39,48,81.3
Sessão Deliberativa,220677,Keniston Braga,39,48,81.3
Sessão Deliberativa,204549,AJ Albuquerque,39,48,81.3
Sessão Deliberativa,224117,Gabriel Mota,39,48,81.3
Sessão Deliberativa,220648,Marangoni,39,48,81.3
Sessão Deliberativa,220670,Iza Arruda,39,48,81.3
Sessão Deliberativa,171786,Miguel Ângelo,39,48,81.3
Sessão Deliberativa,220555,Daiana Santos,39,48,81.3
Sessão Deliberativa,220616,Luciano Vieira,39,48,81.3
Sessão Deliberativa,133810,Marcelo Moraes,39,48,81.3
Sessão Deliberativa,220577,Augusto Puppio,38,48,79.2
Sessão Deliberativa,178857,Jorge Solla,38,48,79.2
Sessão Deliberativa,204540,Maria Rosas,38,48,79.2
Sessão Deliberativa,220687,Márcio Honaiser,38,48,79.2
Sessão Deliberativa,204372,Julio Cesar Ribeiro,38,48,79.2
Sessão Deliberativa,204410,Luisa Canziani,38,48,79.2
Sessão Deliberativa,178993,Carlos Henrique Gaguim,38,48,79.2
Sessão Deliberativa,220561,Delegada Katarina,38,48,79.2
Sessão Deliberativa,220693,Roberta Roma,38,48,79.2
Sessão Deliberativa,160559,Alceu Moreira,38,48,79.2
Sessão Deliberativa,204379,Acácio Favacho,38,48,79.2
Sessão Deliberativa,66828,Fausto Pinato,38,48,79.2
Sessão Deliberativa,210989,Bruno Farias,38,48,79.2
Sessão Deliberativa,204494,Fred Costa,37,48,77.1
Sessão Deliberativa,220566,Lêda Borges,37,48,77.1
Sessão Deliberativa,220684,Tião Medeiros,37,48,77.1
Sessão Deliberativa,74043,Wellington Roberto,37,48,77.1
Sessão Deliberativa,220597,Thiago Flores,37,48,77.1
Sessão Deliberativa,160632,Zé Silva,37,48,77.1
Sessão Deliberativa,204427,Fernando Rodolfo,37,48,77.1
Sessão Deliberativa,122974,Pedro Lucas Fernandes,37,48,77.1
Sessão Deliberativa,178871,Evair Vieira de Melo,37,48,77.1
Sessão Deliberativa,141518,Paulinho da Força,37,48,77.1
Sessão Deliberativa,204506,Marcos Pereira,37,48,77.1
Sessão Deliberativa,74283,Vicentinho,37,48,77.1
Sessão Deliberativa,204444,Helio Lopes,37,48,77.1
Sessão Deliberativa,178854,Elmar Nascimento,37,48,77.1
Sessão Deliberativa,107970,Ana Paula Leão,37,48,77.1
Sessão Deliberativa,204515,André Janones,36,48,75
Sessão Deliberativa,160517,Paulo Folletto,36,48,75
Sessão Deliberativa,220595,Coronel Fernanda,36,48,75
Sessão Deliberativa,220659,Dayany Bittencourt,36,48,75
Sessão Deliberativa,74075,Elcione Barbalho,36,48,75
Sessão Deliberativa,220715,Amom Mandel,36,48,75
Sessão Deliberativa,206018,Célia Xakriabá,36,48,75
Sessão Deliberativa,204474,Juarez Costa,36,48,75
Sessão Deliberativa,220702,Geraldo Mendes,36,48,75
Sessão Deliberativa,220579,Silvia Waiãpi,36,48,75
Sessão Deliberativa,204472,José Medeiros,36,48,75
Sessão Deliberativa,227433,Douglas Viegas,36,48,75
Sessão Deliberativa,178896,Newton Cardoso Jr,36,48,75
Sessão Deliberativa,143632,Domingos Neto,36,48,75
Sessão Deliberativa,220582,Daniel Barbosa,36,48,75
Sessão Deliberativa,204528,Adriana Ventura,36,48,75
Sessão Deliberativa,74383,Giacobo,36,48,75
Sessão Deliberativa,220540,Duda Ramos,36,48,75
Sessão Deliberativa,220633,Ricardo Salles,35,48,72.9
Sessão Deliberativa,204560,Adolfo Viana,35,48,72.9
Sessão Deliberativa,180214,Pastor Diniz,35,48,72.9
Sessão Deliberativa,74646,Aécio Neves,35,48,72.9
Sessão Deliberativa,74270,Gilberto Nascimento,35,48,72.9
Sessão Deliberativa,178989,Renata Abreu,35,48,72.9
Sessão Deliberativa,220564,Yandra Moura,35,48,72.9
Sessão Deliberativa,220625,Delegada Ione,35,48,72.9
Sessão Deliberativa,220573,Dorinaldo Malafaia,35,48,72.9
Sessão Deliberativa,220712,Fausto Santos Jr.,35,48,72.9
Sessão Deliberativa,220699,Castro Neto,35,48,72.9
Sessão Deliberativa,161550,Emidinho Madeira,35,48,72.9
Sessão Deliberativa,220712,Fausto Jr.,35,48,72.9
Sessão Deliberativa,160558,Paulo Freire Costa,35,48,72.9
Sessão Deliberativa,204473,General Girão,35,48,72.9
Sessão Deliberativa,220542,Alexandre Guimarães,34,48,70.8
Sessão Deliberativa,220668,Maria Arraes,34,48,70.8
Sessão Deliberativa,204395,Pedro Lupion,34,48,70.8
Sessão Deliberativa,162332,Luiz Nishimori,34,48,70.8
Sessão Deliberativa,220580,Professora Goreth,34,48,70.8
Sessão Deliberativa,153423,Renilce Nicodemos,34,48,70.8
Sessão Deliberativa,231911,Lenir de Assis,34,48,70.8
Sessão Deliberativa,204411,Filipe Barros,33,48,68.8
Sessão Deliberativa,208297,Katia Dias,33,48,68.8
Sessão Deliberativa,204550,Júnior Mano,33,48,68.8
Sessão Deliberativa,204464,Talíria Petrone,33,48,68.8
Sessão Deliberativa,220610,Dr. Fernando Máximo,33,48,68.8
Sessão Deliberativa,74356,Silas Câmara,33,48,68.8
Sessão Deliberativa,137070,Vicentinho Júnior,33,48,68.8
Sessão Deliberativa,141458,João Carlos Bacelar,33,48,68.8
Sessão Deliberativa,229432,Luiz Fernando Vampiro,32,48,66.7
Sessão Deliberativa,220706,Padovani,32,48,66.7
Reunião,204507,Carla Zambelli,2,3,66.7
Sessão Deliberativa,204566,Marreca Filho,32,48,66.7
Sessão Deliberativa,143942,Caio Vianna,32,48,66.7
Sessão Deliberativa,214694,Jorge Goetten,32,48,66.7
Sessão Deliberativa,178937,Altineu Côrtes,32,48,66.7
Sessão Deliberativa,198197,Greyce Elias,32,48,66.7
Sessão Deliberativa,220651,Simone Marquetto,32,48,66.7
Sessão Deliberativa,204539,Hercílio Coelho Diniz,32,48,66.7
Sessão Deliberativa,73788,Ricardo Barros,31,48,64.6
Sessão Deliberativa,230762,Pastor Claudio Mariano,30,48,62.5
Sessão Deliberativa,74554,José Rocha,30,48,62.5
Sessão Deliberativa,220526,Gilvan da Federal,30,48,62.5
Sessão Deliberativa,220704,Carol Dartora,30,48,62.5
Sessão Deliberativa,178933,Sergio Souza,30,48,62.5
Sessão Deliberativa,178964,Heitor Schuch,30,48,62.5
Sessão Deliberativa,220575,Sonize Barbosa,30,48,62.5
Sessão Deliberativa,160561,Missionário José Olimpio,28,48,58.3
Sessão Deliberativa,178943,Marcos Soares,28,48,58.3
Sessão Deliberativa,160591,Vinicius Gurgel,28,48,58.3
Sessão Deliberativa,204507,Carla Zambelli,27,48,56.3
Reunião de Comparecimento de Ministro(a),220552,Zucco,9,17,52.9
Sessão Deliberativa,230764,Ivan Júnior,24,48,50
Sessão Deliberativa,230764,Ivan Junior,24,48,50
Audiência Pública e Deliberação,220529,Gilson Daniel,4,8,50
Audiência Pública e Deliberação,220648,Marangoni,4,8,50
Audiência Pública e Deliberação,221338,Professora Luciene Cavalcante,4,8,50
Visita Técnica,80815,Leo Prates,6,13,46.2
Visita Técnica,220529,Gilson Daniel,6,13,46.2
Sessão Deliberativa,178886,Juscelino Filho,21,48,43.8
Reunião de Eleição,204378,Coronel Chrisóstomo,8,19,42.1
Sessão Deliberativa,160510,Luis Tibé,20,48,41.7
Reunião de Comparecimento de Ministro(a),150418,Márcio Marinho,7,17,41.2
Audiência Pública e Deliberação,178993,Carlos Henrique Gaguim,3,8,37.5
Audiência Pública e Deliberação,74095,Pauderney Avelino,3,8,37.5
Audiência Pública e Deliberação,204388,Bibo Nunes,3,8,37.5
Audiência Pública e Deliberação,178884,Hildo Rocha,3,8,37.5
Audiência Pública e Deliberação,220551,Franciane Bayer,3,8,37.5
Sessão Deliberativa,220559,Julia Zanatta,18,48,37.5
Audiência Pública e Deliberação,204534,Tabata Amaral,3,8,37.5
Audiência Pública e Deliberação,220598,Tarcísio Motta,3,8,37.5
Audiência Pública e Deliberação,226179,Gisela Simona,3,8,37.5
Audiência Pública e Deliberação,133439,André Figueiredo,3,8,37.5
Audiência Pública e Deliberação,204407,Fernanda Melchionna,3,8,37.5
Reunião Deliberativa,178993,Carlos Henrique Gaguim,99,273,36.3
Reunião de Comparecimento de Ministro(a),220618,Sargento Portugal,6,17,35.3
Reunião de Comparecimento de Ministro(a),178871,Evair Vieira de Melo,6,17,35.3
Reunião de Comparecimento de Ministro(a),133439,André Figueiredo,6,17,35.3
Reunião de Comparecimento de Ministro(a),178829,Capitão Augusto,6,17,35.3
Reunião de Comparecimento de Ministro(a),141450,Hugo Leal,6,17,35.3
Reunião de Comparecimento de Ministro(a),220574,Cabo Gilberto Silva,6,17,35.3
Reunião de Comparecimento de Ministro(a),220666,Coronel Meira,6,17,35.3
Reunião de Comparecimento de Ministro(a),220663,Eriberto Medeiros,6,17,35.3
Reunião de Comparecimento de Ministro(a),204378,Coronel Chrisóstomo,6,17,35.3
Seminário,104552,Socorro Neri,7,20,35
Reunião,220621,Sargento Gonçalves,1,3,33.3
Reunião,220686,Duarte Jr.,1,3,33.3
Reunião,204407,Fernanda Melchionna,1,3,33.3
Reunião,204376,Coronel Armando,1,3,33.3
Reunião,220629,Dandara,1,3,33.3
Sessão Deliberativa,204436,Isnaldo Bulhões Jr.,16,48,33.3
Reunião,160601,Pr. Marco Feliciano,1,3,33.3
Reunião,204455,Luiz Lima,1,3,33.3
Reunião,104552,Socorro Neri,1,3,33.3
Reunião,220659,Dayany Bittencourt,1,3,33.3
Reunião,220673,Delegado Caveira,1,3,33.3
Reunião,229432,Luiz Fernando Vampiro,1,3,33.3
Reunião,220552,Zucco,1,3,33.3
Reunião,204534,Tabata Amaral,1,3,33.3
Reunião,221338,Professora Luciene Cavalcante,1,3,33.3
Reunião,198197,Greyce Elias,1,3,33.3
Reunião,220609,Maurício Carvalho,1,3,33.3
Reunião,220571,Daniel Agrobom,1,3,33.3
Reunião,204535,Sâmia Bomfim,1,3,33.3
Reunião,160575,Erika Kokay,1,3,33.3
Reunião,209787,Nikolas Ferreira,1,3,33.3
Reunião,160666,Félix Mendonça Júnior,1,3,33.3
Reunião,220586,Rafael Brito,1,3,33.3
Reunião,178997,Moses Rodrigues,1,3,33.3
Reunião,178993,Carlos Henrique Gaguim,1,3,33.3
Reunião,74270,Gilberto Nascimento,1,3,33.3
Reunião de Eleição,104552,Socorro Neri,6,19,31.6
Reunião de Eleição,213762,Carla Dickson,6,19,31.6
Reunião de Eleição,92776,Stefano Aguiar,6,19,31.6
Reunião de Eleição,204535,Sâmia Bomfim,6,19,31.6
Reunião de Eleição,220552,Zucco,6,19,31.6
Reunião de Eleição,220605,Bandeira de Mello,6,19,31.6
Visita Técnica,220557,Daniela Reinehr,4,13,30.8
Seminário,220704,Carol Dartora,6,20,30
Reunião Deliberativa,220574,Cabo Gilberto Silva,82,273,30
Seminário,220659,Dayany Bittencourt,6,20,30
Seminário,160575,Erika Kokay,6,20,30
Seminário,204535,Sâmia Bomfim,6,20,30
Audiência Pública,178993,Carlos Henrique Gaguim,37,126,29.4
Reunião de Comparecimento de Ministro(a),74856,Laura Carneiro,5,17,29.4
Reunião de Comparecimento de Ministro(a),160632,Zé Silva,5,17,29.4
Reunião de Comparecimento de Ministro(a),178993,Carlos Henrique Gaguim,5,17,29.4
Reunião de Comparecimento de Ministro(a),220693,Roberta Roma,5,17,29.4
Reunião de Comparecimento de Ministro(a),141555,Vinicius Carvalho,5,17,29.4
Reunião de Comparecimento de Ministro(a),123756,Antônia Lúcia,5,17,29.4
Reunião de Comparecimento de Ministro(a),204416,Sanderson,5,17,29.4
Reunião de Comparecimento de Ministro(a),156190,Marcel van Hattem,5,17,29.4
Reunião de Comparecimento de Ministro(a),230767,Rodrigo da Zaeli,5,17,29.4
Reunião de Comparecimento de Ministro(a),204473,General Girão,5,17,29.4
Reunião de Comparecimento de Ministro(a),220577,Augusto Puppio,5,17,29.4
Reunião de Comparecimento de Ministro(a),178881,Aluisio Mendes,5,17,29.4
Reunião de Comparecimento de Ministro(a),205476,Charles Fernandes,5,17,29.4
Reunião de Comparecimento de Ministro(a),224333,Welter,5,17,29.4
Reunião de Comparecimento de Ministro(a),220558,Zé Trovão,5,17,29.4
Reunião de Comparecimento de Ministro(a),220538,Albuquerque,5,17,29.4
Reunião de Comparecimento de Ministro(a),204455,Luiz Lima,5,17,29.4
Sessão Deliberativa,204376,Coronel Armando,14,48,29.2
Sessão Deliberativa,74478,Luciano Bivar,14,48,29.2
Reunião de Instalação e Eleição,204378,Coronel Chrisóstomo,14,49,28.6
Sessão Deliberativa,204450,Doutor Luizinho,13,48,27.1
Sessão Deliberativa,221329,Ricardo Abrão,13,48,27.1
Reunião de Instalação e Eleição,220663,Eriberto Medeiros,13,49,26.5
Reunião de Eleição,220623,Duda Salabert,5,19,26.3
Reunião de Eleição,204534,Tabata Amaral,5,19,26.3
Reunião de Eleição,204396,Vermelho,5,19,26.3
Reunião de Eleição,66828,Fausto Pinato,5,19,26.3
Reunião de Eleição,141450,Hugo Leal,5,19,26.3
Reunião de Eleição,221338,Professora Luciene Cavalcante,5,19,26.3
Reunião de Eleição,220671,Dilvanda Faro,5,19,26.3
Reunião de Eleição,150418,Márcio Marinho,5,19,26.3
Audiência Pública e Deliberação,98148,Cobalchini,2,8,25
Sessão Deliberativa,204361,Carlos Chiodini,12,48,25
Seminário,206018,Célia Xakriabá,5,20,25
Sessão Deliberativa,220707,Amanda Gentil,12,48,25
Seminário,204464,Talíria Petrone,5,20,25
Audiência Pública e Deliberação,74537,Claudio Cajado,2,8,25
Seminário,220557,Daniela Reinehr,5,20,25
Audiência Pública e Deliberação,204416,Sanderson,2,8,25
Audiência Pública e Deliberação,204526,Luiz Philippe de Orleans e Bragança,2,8,25
Seminário,204540,Maria Rosas,5,20,25
Audiência Pública e Deliberação,188097,Merlong Solano,2,8,25
Audiência Pública e Deliberação,178871,Evair Vieira de Melo,2,8,25
Audiência Pública e Deliberação,198783,Emanuel Pinheiro Neto,2,8,25
Audiência Pública e Deliberação,204453,Natália Bonavides,2,8,25
Sessão Deliberativa,219585,Marco Brasil,12,48,25
Audiência Pública e Deliberação,198197,Greyce Elias,2,8,25
Audiência Pública e Deliberação,160518,Weliton Prado,2,8,25
Seminário,220645,Erika Hilton,5,20,25
Audiência Pública e Deliberação,220591,Meire Serafim,2,8,25
Audiência Pública e Deliberação,66385,Julio Arcoverde,2,8,25
Audiência Pública e Deliberação,62881,Danilo Forte,2,8,25
Seminário,204360,Silvia Cristina,5,20,25
Audiência Pública e Deliberação,210989,Bruno Farias,2,8,25
Audiência Pública e Deliberação,178857,Jorge Solla,2,8,25
Audiência Pública e Deliberação,213762,Carla Dickson,2,8,25
Audiência Pública e Deliberação,178929,Diego Garcia,2,8,25
Seminário,178946,Soraya Santos,5,20,25
Audiência Pública e Deliberação,178964,Heitor Schuch,2,8,25
Audiência Pública e Deliberação,156190,Marcel van Hattem,2,8,25
Seminário,178966,Geovania de Sá,5,20,25
Audiência Pública e Deliberação,220574,Cabo Gilberto Silva,2,8,25
Audiência Pública e Deliberação,204460,Carlos Jordy,2,8,25
Audiência Pública e Deliberação,220556,Ana Paula Lima,2,8,25
Audiência Pública e Deliberação,160541,Arthur Lira,2,8,25
Audiência Pública e Deliberação,204559,Zé Neto,2,8,25
Audiência Pública e Deliberação,220557,Daniela Reinehr,2,8,25
Audiência Pública e Deliberação,98615,Ismael,2,8,25
Sessão Deliberativa,107283,Gleisi Hoffmann,12,48,25
Audiência Pública e Deliberação,220682,Tadeu Veneri,2,8,25
Audiência Pública e Deliberação,204422,Ossesio Silva,2,8,25
Audiência Pública e Deliberação,73778,Luiz Carlos Hauly,2,8,25
Audiência Pública e Deliberação,220654,Delegado Paulo Bilynskyj,2,8,25
Seminário,220668,Maria Arraes,5,20,25
Audiência Pública e Deliberação,214694,Jorge Goetten,2,8,25
Audiência Pública e Deliberação,160538,Bohn Gass,2,8,25
Audiência Pública e Deliberação,178910,Joaquim Passarinho,2,8,25
Audiência Pública e Deliberação,80815,Leo Prates,2,8,25
Audiência Pública e Deliberação,74856,Laura Carneiro,2,8,25
Seminário,123756,Antônia Lúcia,5,20,25
Seminário,220665,Clarissa Tércio,5,20,25
Audiência Pública e Deliberação,220534,Fred Linhares,2,8,25
Audiência Pública e Deliberação,74858,Lindbergh Farias,2,8,25
Audiência Pública e Deliberação,220658,Luiz Gastão,2,8,25
Seminário,220629,Dandara,5,20,25
Seminário,160598,Flávia Morais,5,20,25
Audiência Pública e Deliberação,220685,Paulo Litro,2,8,25
Sessão Deliberativa,92346,Eduardo Bolsonaro,12,48,25
Audiência Pública e Deliberação,220700,Florentino Neto,2,8,25
Audiência Pública e Deliberação,178887,Rubens Pereira Júnior,2,8,25
Seminário,220572,Marussa Boldrin,5,20,25
Seminário,74057,Alice Portugal,5,20,25
Audiência Pública e Deliberação,74317,Júlio Cesar,2,8,25
Seminário,220676,Andreia Siqueira,5,20,25
Audiência Pública e Deliberação,220663,Eriberto Medeiros,2,8,25
Audiência Pública e Deliberação,204365,Gilson Marques,2,8,25
Audiência Pública e Deliberação,204485,Luiz Carlos Motta,2,8,25
Audiência Pública e Deliberação,141431,Fernando Coelho Filho,2,8,25
Reunião de Instalação e Eleição,178993,Carlos Henrique Gaguim,12,49,24.5
Reunião Deliberativa,123756,Antônia Lúcia,67,273,24.5
Reunião de Instalação e Eleição,160512,Aureo Ribeiro,12,49,24.5
Reunião de Instalação e Eleição,220554,Alexandre Lindenmeyer,12,49,24.5
Reunião de Comparecimento de Ministro(a),227433,Douglas Viegas,4,17,23.5
Reunião de Comparecimento de Ministro(a),220530,Messias Donato,4,17,23.5
Reunião de Comparecimento de Ministro(a),220622,Nely Aquino,4,17,23.5
Reunião de Comparecimento de Ministro(a),220583,Delegado Fabio Costa,4,17,23.5
Reunião de Comparecimento de Ministro(a),204422,Ossesio Silva,4,17,23.5
Reunião de Comparecimento de Ministro(a),220604,Marcos Tavares,4,17,23.5
Reunião de Comparecimento de Ministro(a),204369,Caroline de Toni,4,17,23.5
Reunião de Comparecimento de Ministro(a),223128,Rodrigo Estacho,4,17,23.5
Reunião de Comparecimento de Ministro(a),162332,Luiz Nishimori,4,17,23.5
Reunião de Comparecimento de Ministro(a),220657,André Fernandes,4,17,23.5
Reunião de Comparecimento de Ministro(a),191923,Flávio Nogueira,4,17,23.5
Reunião de Comparecimento de Ministro(a),220610,Dr. Fernando Máximo,4,17,23.5
Reunião de Comparecimento de Ministro(a),213762,Carla Dickson,4,17,23.5
Reunião de Comparecimento de Ministro(a),220545,Filipe Martins,4,17,23.5
Reunião de Comparecimento de Ministro(a),220628,Mauricio do Vôlei,4,17,23.5
Reunião de Comparecimento de Ministro(a),220546,Rodolfo Nogueira,4,17,23.5
Reunião de Comparecimento de Ministro(a),220547,Marcos Pollon,4,17,23.5
