tipo_evento,id_deputado,nome_deputado,presencas_confirmadas,total_eventos_tipo,taxa_presenca_perc
Sessão Preparatória - Eleição,220689,Detinha,1,1,100
Sessão Preparatória - Eleição,221338,Professora Luciene Cavalcante,1,1,100
Sessão Preparatória - Eleição,220669,Lula da Fonte,1,1,100
Sessão Preparatória - Eleição,220674,Dra. Alessandra Haber,1,1,100
Palestra,220620,Rosângela Reis,1,1,100
Sessão Preparatória - Eleição,220619,Delegado Ramagem,1,1,100
Sessão Preparatória - Eleição,204395,Pedro Lupion,1,1,100
Sessão Preparatória - Eleição,74376,Vander Loubet,1,1,100
Sessão Preparatória - Eleição,220671,Dilvanda Faro,1,1,100
Sessão Preparatória - Eleição,220546,Rodolfo Nogueira,1,1,100
Palestra,153423,Renilce Nicodemos,1,1,100
Palestra,204407,Fernanda Melchionna,1,1,100
Palestra,220670,Iza Arruda,1,1,100
Sessão Preparatória - Eleição,178871,Evair Vieira de Melo,1,1,100
Sessão Preparatória - Eleição,220621,Sargento Gonçalves,1,1,100
Sessão Preparatória - Eleição,220558,Zé Trovão,1,1,100
Sessão Preparatória - Eleição,220623,Duda Salabert,1,1,100
Sessão Preparatória - Eleição,220560,Thiago de Joaldo,1,1,100
Sessão Preparatória - Eleição,178895,Misael Varella,1,1,100
Sessão Preparatória - Eleição,220605,Bandeira de Mello,1,1,100
Sessão Preparatória - Eleição,141458,João Carlos Bacelar,1,1,100
Palestra,220564,Yandra Moura,1,1,100
Sessão Preparatória - Eleição,122158,Pedro Paulo,1,1,100
Palestra,74398,Maria do Rosário,1,1,100
Palestra,220640,Juliana Cardoso,1,1,100
Sessão Preparatória - Eleição,204425,Silvio Costa Filho,1,1,100
Sessão Preparatória - Eleição,74848,Jandira Feghali,1,1,100
Palestra,220707,Amanda Gentil,1,1,100
Sessão Preparatória - Eleição,218086,Ely Santos,1,1,100
Sessão Preparatória - Eleição,204450,Doutor Luizinho,1,1,100
Palestra,231911,Lenir de Assis,1,1,100
Sessão Preparatória - Eleição,220641,Rodrigo Gambale,1,1,100
Sessão Preparatória - Eleição,220613,Roberto Monteiro Pai,1,1,100
Sessão Preparatória - Eleição,74467,Damião Feliciano,1,1,100
Sessão Preparatória - Eleição,220647,Mauricio Neves,1,1,100
Palestra,204459,Daniela do Waguinho,1,1,100
Sessão Preparatória - Eleição,178858,Mário Negromonte Jr.,1,1,100
Evento Técnico,220663,Eriberto Medeiros,1,1,100
Sessão Preparatória - Eleição,220543,Ricardo Ayres,1,1,100
Sessão Preparatória - Eleição,88256,Clodoaldo Magalhães,1,1,100
Sessão Preparatória - Eleição,220636,Luiz Marinho,1,1,100
Sessão Preparatória - Eleição,73604,Rui Falcão,1,1,100
Sessão Preparatória - Eleição,74171,Chico Alencar,1,1,100
Sessão Preparatória - Eleição,220544,Antonio Andrade,1,1,100
Palestra,220575,Sonize Barbosa,1,1,100
Sessão Preparatória - Eleição,178992,Vitor Lippi,1,1,100
Sessão Preparatória - Eleição,204496,Celso Sabino,1,1,100
Sessão Preparatória - Eleição,74317,Júlio Cesar,1,1,100
Sessão Preparatória - Eleição,160604,Pedro Uczai,1,1,100
Sessão Preparatória - Eleição,204411,Filipe Barros,1,1,100
Sessão Preparatória - Eleição,204406,Pedro Westphalen,1,1,100
Sessão Preparatória - Eleição,204464,Talíria Petrone,1,1,100
Sessão Preparatória - Eleição,80815,Leo Prates,1,1,100
Palestra,220553,Denise Pessôa,1,1,100
Sessão Preparatória - Eleição,178835,Afonso Motta,1,1,100
Sessão Preparatória - Eleição,220577,Augusto Puppio,1,1,100
Sessão Preparatória - Eleição,74574,Paulo Magalhães,1,1,100
Sessão Preparatória - Eleição,220552,Zucco,1,1,100
Sessão Preparatória - Eleição,220630,Pedro Aihara,1,1,100
Sessão Preparatória - Eleição,178963,Covatti Filho,1,1,100
Reunião,220551,Franciane Bayer,3,3,100
Sessão Preparatória - Eleição,220537,Helena Lima,1,1,100
Sessão Preparatória - Eleição,160976,Tiririca,1,1,100
Palestra,204464,Talíria Petrone,1,1,100
Sessão Preparatória - Eleição,175765,Ribamar Silva,1,1,100
Sessão Preparatória - Eleição,220659,Dayany Bittencourt,1,1,100
Sessão Preparatória - Eleição,141459,João Maia,1,1,100
Palestra,74856,Laura Carneiro,1,1,100
Sessão Preparatória - Eleição,74079,José Priante,1,1,100
Sessão Preparatória - Eleição,220585,Mersinho Lucena,1,1,100
Sessão Preparatória - Eleição,220530,Messias Donato,1,1,100
Sessão Preparatória - Eleição,178881,Aluisio Mendes,1,1,100
Sessão Preparatória - Eleição,220661,Matheus Noronha,1,1,100
Sessão Preparatória - Eleição,162332,Luiz Nishimori,1,1,100
Visita Oficial,226179,Gisela Simona,1,1,100
Visita Oficial,73701,Benedita da Silva,1,1,100
Sessão Preparatória - Eleição,204449,Nelson Barbudo,1,1,100
Sessão Preparatória - Eleição,220575,Sonize Barbosa,1,1,100
Sessão Preparatória - Eleição,204504,Cezinha de Madureira,1,1,100
Palestra,204360,Silvia Cristina,1,1,100
Sessão Preparatória - Eleição,204482,Euclydes Pettersen,1,1,100
Sessão Preparatória - Eleição,220664,Guilherme Uchoa,1,1,100
Sessão Preparatória - Eleição,220526,Gilvan da Federal,1,1,100
Palestra,204374,Bia Kicis,1,1,100
Sessão Preparatória - Eleição,204378,Coronel Chrisóstomo,1,1,100
Sessão Preparatória - Eleição,204485,Luiz Carlos Motta,1,1,100
Palestra,198197,Greyce Elias,1,1,100
Sessão Preparatória - Eleição,204390,Professor Alcides,1,1,100
Sessão Preparatória - Eleição,179000,Marcelo Álvaro Antônio,1,1,100
Sessão Preparatória - Eleição,204453,Natália Bonavides,1,1,100
Sessão Preparatória - Eleição,204494,Fred Costa,1,1,100
Sessão Preparatória - Eleição,220628,Mauricio do Vôlei,1,1,100
Sessão Preparatória - Eleição,178910,Joaquim Passarinho,1,1,100
Palestra,178866,Luizianne Lins,1,1,100
Evento Técnico,220553,Denise Pessôa,1,1,100
Sessão Preparatória - Eleição,73778,Luiz Carlos Hauly,1,1,100
Sessão Preparatória - Eleição,153423,Renilce Nicodemos,1,1,100
Sessão Preparatória - Eleição,220700,Florentino Neto,1,1,100
Sessão Preparatória - Eleição,160640,Eros Biondini,1,1,100
Sessão Preparatória - Eleição,74550,João Leão,1,1,100
Sessão Preparatória - Eleição,204539,Hercílio Coelho Diniz,1,1,100
Sessão Preparatória - Eleição,74858,Lindbergh Farias,1,1,100
Sessão Preparatória - Eleição,204408,Gustinho Ribeiro,1,1,100
Visita Oficial,220527,Jack Rocha,1,1,100
Sessão Preparatória - Eleição,220604,Marcos Tavares,1,1,100
Sessão Preparatória - Eleição,214694,Jorge Goetten,1,1,100
Sessão Preparatória - Eleição,204427,Fernando Rodolfo,1,1,100
Sessão Preparatória - Eleição,73768,Dilceu Sperafico,1,1,100
Sessão Preparatória - Eleição,74095,Pauderney Avelino,1,1,100
Sessão Preparatória - Eleição,162067,Kiko Celeguim,1,1,100
Sessão Preparatória - Eleição,220650,Paulo Alexandre Barbosa,1,1,100
Palestra,220622,Nely Aquino,1,1,100
Sessão Preparatória - Eleição,81055,Márcio Jerry,1,1,100
Sessão Preparatória - Eleição,178993,Carlos Henrique Gaguim,1,1,100
Sessão Preparatória - Eleição,220663,Eriberto Medeiros,1,1,100
Sessão Preparatória - Eleição,107283,Gleisi Hoffmann,1,1,100
Sessão Preparatória - Eleição,160591,Vinicius Gurgel,1,1,100
Sessão Preparatória - Eleição,74585,Lincoln Portela,1,1,100
Sessão Preparatória - Eleição,74161,Reginaldo Lopes,1,1,100
Sessão Preparatória - Eleição,160575,Erika Kokay,1,1,100
Palestra,220565,Delegada Adriana Accorsi,1,1,100
Sessão Preparatória - Eleição,178983,Marcio Alvino,1,1,100
Sessão Preparatória - Eleição,220702,Geraldo Mendes,1,1,100
Palestra,160641,Professora Marcivania,1,1,100
Sessão Preparatória - Eleição,178964,Heitor Schuch,1,1,100
Sessão Preparatória - Eleição,204474,Juarez Costa,1,1,100
Sessão Preparatória - Eleição,220635,Bruno Ganem,1,1,100
Sessão Preparatória - Eleição,220639,Guilherme Boulos,1,1,100
Sessão Preparatória - Eleição,73701,Benedita da Silva,1,1,100
Sessão Preparatória - Eleição,160592,Zeca Dirceu,1,1,100
Sessão Preparatória - Eleição,220576,Alfredo Gaspar,1,1,100
Sessão Preparatória - Eleição,220574,Cabo Gilberto Silva,1,1,100
Sessão Preparatória - Eleição,220556,Ana Paula Lima,1,1,100
Sessão Preparatória - Eleição,160666,Félix Mendonça Júnior,1,1,100
Sessão Preparatória - Eleição,220528,Dr. Victor Linhalis,1,1,100
Sessão Preparatória - Eleição,178876,Célio Silveira,1,1,100
Sessão Preparatória - Eleição,204571,Alex Santana,1,1,100
Sessão Preparatória - Eleição,230768,Zé Adriano,1,1,100
Palestra,220644,Rosangela Moro,1,1,100
Evento Técnico,73486,Pompeo de Mattos,1,1,100
Sessão Preparatória - Eleição,165470,Rodrigo Valadares,1,1,100
Sessão Preparatória - Eleição,220675,Antônio Doido,1,1,100
Sessão Preparatória - Eleição,204570,Pastor Gil,1,1,100
Sessão Preparatória - Eleição,160598,Flávia Morais,1,1,100
Sessão Preparatória - Eleição,74537,Claudio Cajado,1,1,100
Sessão Preparatória - Eleição,178933,Sergio Souza,1,1,100
Palestra,166402,Magda Mofatto,1,1,100
Sessão Preparatória - Eleição,220588,Roberto Duarte,1,1,100
Sessão Preparatória - Eleição,204553,Pastor Sargento Isidório,1,1,100
Sessão Preparatória - Eleição,220682,Tadeu Veneri,1,1,100
Sessão Preparatória - Eleição,220690,Capitão Alden,1,1,100
Sessão Preparatória - Eleição,204372,Julio Cesar Ribeiro,1,1,100
Sessão Preparatória - Eleição,178954,Lucio Mosquini,1,1,100
Palestra,220704,Carol Dartora,1,1,100
Sessão Preparatória - Eleição,224117,Gabriel Mota,1,1,100
Sessão Preparatória - Eleição,141391,Arnaldo Jardim,1,1,100
Sessão Preparatória - Eleição,220626,Rafael Simoes,1,1,100
Sessão Preparatória - Eleição,204388,Bibo Nunes,1,1,100
Sessão Preparatória - Eleição,220532,Rafael Prudente,1,1,100
Sessão Preparatória - Eleição,220583,Delegado Fabio Costa,1,1,100
Sessão Preparatória - Eleição,98148,Cobalchini,1,1,100
Sessão Preparatória - Eleição,220656,Fernanda Pessoa,1,1,100
Sessão Preparatória - Eleição,141421,Eduardo da Fonte,1,1,100
Sessão Preparatória - Eleição,220644,Rosangela Moro,1,1,100
Sessão Preparatória - Eleição,198197,Greyce Elias,1,1,100
Sessão Preparatória - Eleição,220581,Luciano Amaral,1,1,100
Sessão Preparatória - Eleição,220582,Daniel Barbosa,1,1,100
Sessão Preparatória - Eleição,220554,Alexandre Lindenmeyer,1,1,100
Sessão Preparatória - Eleição,220548,Camila Jara,1,1,100
Sessão Preparatória - Eleição,141480,Lázaro Botelho,1,1,100
Sessão Preparatória - Eleição,220660,Yury do Paredão,1,1,100
Sessão Preparatória - Eleição,73486,Pompeo de Mattos,1,1,100
Sessão Preparatória - Eleição,160610,Valmir Assunção,1,1,100
Sessão Preparatória - Eleição,220645,Erika Hilton,1,1,100
Sessão Preparatória - Eleição,150418,Márcio Marinho,1,1,100
Sessão Preparatória - Eleição,204431,Marcos Aurélio Sampaio,1,1,100
Sessão Preparatória - Eleição,178985,Miguel Lombardi,1,1,100
Sessão Preparatória - Eleição,74253,Julio Lopes,1,1,100
Sessão Preparatória - Eleição,220529,Gilson Daniel,1,1,100
Palestra,220668,Maria Arraes,1,1,100
Sessão Preparatória - Eleição,204404,Lucas Redecker,1,1,100
Sessão Preparatória - Eleição,141431,Fernando Coelho Filho,1,1,100
Sessão Preparatória - Eleição,220667,Pedro Campos,1,1,100
Sessão Preparatória - Eleição,220625,Delegada Ione,1,1,100
Sessão Preparatória - Eleição,220579,Silvia Waiãpi,1,1,100
Palestra,220651,Simone Marquetto,1,1,100
Sessão Preparatória - Eleição,220616,Luciano Vieira,1,1,100
Visita Oficial,220606,Reimont,1,1,100
Sessão Preparatória - Eleição,198783,Emanuel Pinheiro Neto,1,1,100
Sessão Preparatória - Eleição,220653,Fábio Teruel,1,1,100
Sessão Preparatória - Eleição,178966,Geovania de Sá,1,1,100
Sessão Preparatória - Eleição,204567,Raimundo Costa,1,1,100
Sessão Preparatória - Eleição,205476,Charles Fernandes,1,1,100
Sessão Preparatória - Eleição,220614,Dr. Daniel Soranz,1,1,100
Sessão Preparatória - Eleição,220536,Zé Haroldo Cathedral,1,1,100
Palestra,226179,Gisela Simona,1,1,100
Sessão Preparatória - Eleição,220584,Murilo Galdino,1,1,100
Sessão Preparatória - Eleição,141456,Jilmar Tatto,1,1,100
Sessão Preparatória - Eleição,220590,Coronel Ulysses,1,1,100
Sessão Preparatória - Eleição,141450,Hugo Leal,1,1,100
Sessão Preparatória - Eleição,98615,Ismael,1,1,100
Sessão Preparatória - Eleição,220677,Keniston Braga,1,1,100
Sessão Preparatória - Eleição,104552,Socorro Neri,1,1,100
Evento Técnico,204535,Sâmia Bomfim,1,1,100
Palestra,178832,Leandre,1,1,100
Sessão Preparatória - Eleição,204520,Junio Amaral,1,1,100
Sessão Preparatória - Eleição,204497,Júnior Ferrari,1,1,100
Sessão Preparatória - Eleição,220586,Rafael Brito,1,1,100
Sessão Preparatória - Eleição,143632,Domingos Neto,1,1,100
Palestra,220637,Marina Silva,1,1,100
Sessão Preparatória - Eleição,220563,Icaro de Valmir,1,1,100
Sessão Preparatória - Eleição,220655,Mario Frias,1,1,100
Sessão Preparatória - Eleição,73441,Celso Russomanno,1,1,100
Sessão Preparatória - Eleição,204351,Dr. Luiz Ovando,1,1,100
Sessão Preparatória - Eleição,204396,Vermelho,1,1,100
Sessão Preparatória - Eleição,220547,Marcos Pollon,1,1,100
Sessão Preparatória - Eleição,220665,Clarissa Tércio,1,1,100
Sessão Preparatória - Eleição,220591,Meire Serafim,1,1,100
Sessão Preparatória - Eleição,160527,Aguinaldo Ribeiro,1,1,100
Palestra,220561,Delegada Katarina,1,1,100
Evento Técnico,220585,Mersinho Lucena,1,1,100
Sessão Preparatória - Eleição,220545,Filipe Martins,1,1,100
Sessão Preparatória - Eleição,160556,Padre João,1,1,100
Sessão Preparatória - Eleição,220540,Duda Ramos,1,1,100
Sessão Preparatória - Eleição,74057,Alice Portugal,1,1,100
Palestra,230765,Enfermeira Rejane,1,1,100
Sessão Preparatória - Eleição,220640,Juliana Cardoso,1,1,100
Sessão Preparatória - Eleição,74398,Maria do Rosário,1,1,100
Sessão Preparatória - Eleição,74478,Luciano Bivar,1,1,100
Palestra,220671,Dilvanda Faro,1,1,100
Sessão Preparatória - Eleição,219585,Marco Brasil,1,1,100
Sessão Preparatória - Eleição,141470,José Guimarães,1,1,100
Sessão Preparatória - Eleição,74554,José Rocha,1,1,100
Sessão Preparatória - Eleição,204462,Chris Tonietto,1,1,100
Sessão Preparatória - Eleição,220658,Luiz Gastão,1,1,100
Sessão Preparatória - Eleição,178873,Helder Salomão,1,1,100
Sessão Preparatória - Eleição,220606,Reimont,1,1,100
Sessão Preparatória - Eleição,204436,Isnaldo Bulhões Jr.,1,1,100
Sessão Preparatória - Eleição,230765,Enfermeira Rejane,1,1,100
Sessão Preparatória - Eleição,220622,Nely Aquino,1,1,100
Sessão Preparatória - Eleição,220597,Thiago Flores,1,1,100
Sessão Preparatória - Eleição,160758,Domingos Sávio,1,1,100
Sessão Preparatória - Eleição,220624,Robinson Faria,1,1,100
Sessão Preparatória - Eleição,204441,Otoni de Paula,1,1,100
Sessão Preparatória - Eleição,204356,Amaro Neto,1,1,100
Sessão Preparatória - Eleição,160558,Paulo Freire Costa,1,1,100
Sessão Preparatória - Eleição,109429,Benes Leocádio,1,1,100
Sessão Preparatória - Eleição,220631,Samuel Viana,1,1,100
Palestra,220551,Franciane Bayer,1,1,100
Sessão Preparatória - Eleição,209189,Joseildo Ramos,1,1,100
Sessão Preparatória - Eleição,74159,Odair Cunha,1,1,100
Sessão Preparatória - Eleição,204512,Delegado Marcelo Freitas,1,1,100
Sessão Preparatória - Eleição,209787,Nikolas Ferreira,1,1,100
Palestra,206018,Célia Xakriabá,1,1,100
Sessão Preparatória - Eleição,141408,Cleber Verde,1,1,100
Sessão Preparatória - Eleição,204507,Carla Zambelli,1,1,100
Palestra,178945,Rosangela Gomes,1,1,100
Sessão Preparatória - Eleição,74041,Luiz Couto,1,1,100
Sessão Preparatória - Eleição,161440,Pezenti,1,1,100
Sessão Preparatória - Eleição,204445,Fernando Mineiro,1,1,100
Sessão Preparatória - Eleição,204491,Gilberto Abramo,1,1,100
Sessão Preparatória - Eleição,220568,Gustavo Gayer,1,1,100
Sessão Preparatória - Eleição,220694,Ricardo Maia,1,1,100
Sessão Preparatória - Eleição,204456,Gutemberg Reis,1,1,100
Sessão Preparatória - Eleição,220578,Josenildo,1,1,100
Sessão Preparatória - Eleição,160674,Hugo Motta,1,1,100
Palestra,220676,Andreia Siqueira,1,1,100
Sessão Preparatória - Eleição,141398,Carlos Zarattini,1,1,100
Sessão Preparatória - Eleição,66828,Fausto Pinato,1,1,100
Sessão Preparatória - Eleição,205550,Jorge Braz,1,1,100
Palestra,107970,Ana Paula Leão,1,1,100
Sessão Preparatória - Eleição,160161,Marcelo Queiroz,1,1,100
Palestra,204525,Rosana Valle,1,1,100
Sessão Preparatória - Eleição,121948,Adriano do Baldy,1,1,100
Palestra,107283,Gleisi Hoffmann,1,1,100
Sessão Preparatória - Eleição,178989,Renata Abreu,1,1,100
Sessão Preparatória - Eleição,141411,Dagoberto Nogueira,1,1,100
Sessão Preparatória - Eleição,220609,Maurício Carvalho,1,1,100
Sessão Preparatória - Eleição,141531,Rodrigo de Castro,1,1,100
Sessão Preparatória - Eleição,160538,Bohn Gass,1,1,100
Palestra,220580,Professora Goreth,1,1,100
Sessão Preparatória - Eleição,204459,Daniela do Waguinho,1,1,100
Sessão Preparatória - Eleição,220668,Maria Arraes,1,1,100
Sessão Preparatória - Eleição,204455,Luiz Lima,1,1,100
Sessão Preparatória - Eleição,220599,Marcelo Crivella,1,1,100
Sessão Preparatória - Eleição,220686,Duarte Jr.,1,1,100
Sessão Preparatória - Eleição,178884,Hildo Rocha,1,1,100
Palestra,178989,Renata Abreu,1,1,100
Sessão Preparatória - Eleição,161550,Emidinho Madeira,1,1,100
Sessão Preparatória - Eleição,160629,Romero Rodrigues,1,1,100
Sessão Preparatória - Eleição,204506,Marcos Pereira,1,1,100
Sessão Preparatória - Eleição,62881,Danilo Forte,1,1,100
Sessão Preparatória - Eleição,74160,Patrus Ananias,1,1,100
Sessão Preparatória - Eleição,204387,Sargento Fahur,1,1,100
Sessão Preparatória - Eleição,223128,Rodrigo Estacho,1,1,100
Sessão Preparatória - Eleição,220615,Pastor Henrique Vieira,1,1,100
Sessão Preparatória - Eleição,204355,Da Vitoria,1,1,100
Sessão Preparatória - Eleição,204398,Felipe Francischini,1,1,100
Sessão Preparatória - Eleição,226179,Gisela Simona,1,1,100
Sessão Preparatória - Eleição,178886,Juscelino Filho,1,1,100
Sessão Preparatória - Eleição,178843,Marx Beltrão,1,1,100
Palestra,204353,Aline Gurgel,1,1,100
Sessão Preparatória - Eleição,220703,Neto Carletto,1,1,100
Sessão Preparatória - Eleição,160600,Arthur Oliveira Maia,1,1,100
Palestra,220559,Julia Zanatta,1,1,100
Sessão Preparatória - Eleição,72442,Felipe Carreras,1,1,100
Sessão Preparatória - Eleição,204365,Gilson Marques,1,1,100
Palestra,218086,Ely Santos,1,1,100
Sessão Preparatória - Eleição,160512,Aureo Ribeiro,1,1,100
Sessão Preparatória - Eleição,204549,AJ Albuquerque,1,1,100
Sessão Preparatória - Eleição,220691,Diego Coronel,1,1,100
Sessão Preparatória - Eleição,179001,Márcio Biolchi,1,1,100
Sessão Preparatória - Eleição,204495,Airton Faleiro,1,1,100
Sessão Preparatória - Eleição,74454,Eunício Oliveira,1,1,100
Sessão Preparatória - Eleição,220646,Felipe Becari,1,1,100
Evento Técnico,231911,Lenir de Assis,1,1,100
Sessão Preparatória - Eleição,123086,Átila Lira,1,1,100
Sessão Preparatória - Eleição,220707,Amanda Gentil,1,1,100
Sessão Preparatória - Eleição,123756,Antônia Lúcia,1,1,100
Sessão Preparatória - Eleição,204488,Célio Studart,1,1,100
Sessão Preparatória - Eleição,220612,Bebeto,1,1,100
Sessão Preparatória - Eleição,204480,Rogério Correia,1,1,100
Palestra,73701,Benedita da Silva,1,1,100
Sessão Preparatória - Eleição,220670,Iza Arruda,1,1,100
Palestra,204540,Maria Rosas,1,1,100
Sessão Preparatória - Eleição,204472,José Medeiros,1,1,100
Sessão Preparatória - Eleição,178986,Nilto Tatto,1,1,100
Palestra,234788,Heloísa Helena,1,1,100
Sessão Preparatória - Eleição,204503,Alexandre Padilha,1,1,100
Sessão Preparatória - Eleição,204460,Carlos Jordy,1,1,100
Palestra,220689,Detinha,1,1,100
Sessão Preparatória - Eleição,204563,Josimar Maranhãozinho,1,1,100
Sessão Preparatória - Eleição,178908,Delegado Éder Mauro,1,1,100
Sessão Preparatória - Eleição,204364,Eli Borges,1,1,100
Palestra,178946,Soraya Santos,1,1,100
Sessão Preparatória - Eleição,178943,Marcos Soares,1,1,100
Sessão Preparatória - Eleição,160569,Waldenor Pereira,1,1,100
Sessão Preparatória - Eleição,74273,Jefferson Campos,1,1,100
Palestra,220693,Roberta Roma,1,1,100
Sessão Preparatória - Eleição,227660,Nitinho,1,1,100
Visita Oficial,220615,Pastor Henrique Vieira,1,1,100
Sessão Preparatória - Eleição,220696,Ivoneide Caetano,1,1,100
Palestra,204462,Chris Tonietto,1,1,100
Sessão Preparatória - Eleição,74400,Paulo Pimenta,1,1,100
Sessão Preparatória - Eleição,220714,Adail Filho,1,1,100
Sessão Preparatória - Eleição,178896,Newton Cardoso Jr,1,1,100
Sessão Preparatória - Eleição,204501,Alencar Santana,1,1,100
Sessão Preparatória - Eleição,222429,Luis Carlos Gomes,1,1,100
Sessão Preparatória - Eleição,225730,Enfermeira Ana Paula,1,1,100
Sessão Preparatória - Eleição,220580,Professora Goreth,1,1,100
Palestra,221338,Professora Luciene Cavalcante,1,1,100
Sessão Preparatória - Eleição,160552,Danrlei de Deus Hinterholz,1,1,100
Sessão Preparatória - Eleição,220654,Delegado Paulo Bilynskyj,1,1,100
Palestra,160598,Flávia Morais,1,1,100
Sessão Preparatória - Eleição,204374,Bia Kicis,1,1,100
Evento Técnico,220539,Defensor Stélio Dener,1,1,100
Sessão Preparatória - Eleição,74784,Luiza Erundina,1,1,100
Sessão Preparatória - Eleição,178975,Baleia Rossi,1,1,100
Sessão Preparatória - Eleição,220572,Marussa Boldrin,1,1,100
Sessão Preparatória - Eleição,210989,Bruno Farias,1,1,100
Visita Oficial,220555,Daiana Santos,1,1,100
Sessão Preparatória - Eleição,220620,Rosângela Reis,1,1,100
Sessão Preparatória - Eleição,171786,Miguel Ângelo,1,1,100
Palestra,220556,Ana Paula Lima,1,1,100
Palestra,220629,Dandara,1,1,100
Sessão Preparatória - Eleição,98057,Lafayette de Andrada,1,1,100
Sessão Preparatória - Eleição,141555,Vinicius Carvalho,1,1,100
Sessão Preparatória - Eleição,160559,Alceu Moreira,1,1,100
Sessão Preparatória - Eleição,220608,Cristiane Lopes,1,1,100
Sessão Preparatória - Eleição,178927,Aliel Machado,1,1,100
Palestra,220549,Any Ortiz,1,1,100
Sessão Preparatória - Eleição,160541,Arthur Lira,1,1,100
Sessão Preparatória - Eleição,220569,Silvye Alves,1,1,100
Sessão Preparatória - Eleição,204379,Acácio Favacho,1,1,100
Sessão Preparatória - Eleição,220706,Padovani,1,1,100
Sessão Preparatória - Eleição,178934,Toninho Wandscheer,1,1,100
Palestra,139285,Lídice da Mata,1,1,100
Sessão Preparatória - Eleição,220632,Ana Pimentel,1,1,100
Sessão Preparatória - Eleição,204486,Mauro Benevides Filho,1,1,100
Sessão Preparatória - Eleição,204534,Tabata Amaral,1,1,100
Palestra,220579,Silvia Waiãpi,1,1,100
Sessão Preparatória - Eleição,204426,Carlos Veras,1,1,100
Sessão Preparatória - Eleição,204367,Daniel Freitas,1,1,100
Palestra,204534,Tabata Amaral,1,1,100
Sessão Preparatória - Eleição,220688,Dr. Francisco,1,1,100
Sessão Preparatória - Eleição,178860,Paulo Azi,1,1,100
Palestra,220566,Lêda Borges,1,1,100
Sessão Preparatória - Eleição,220571,Daniel Agrobom,1,1,100
Palestra,220632,Ana Pimentel,1,1,100
Sessão Preparatória - Eleição,163321,Ronaldo Nogueira,1,1,100
Palestra,178966,Geovania de Sá,1,1,100
Sessão Preparatória - Eleição,178970,João Daniel,1,1,100
Sessão Preparatória - Eleição,160510,Luis Tibé,1,1,100
Sessão Preparatória - Eleição,220539,Defensor Stélio Dener,1,1,100
Sessão Preparatória - Eleição,92699,Fernando Monteiro,1,1,100
Sessão Preparatória - Eleição,220685,Paulo Litro,1,1,100
Sessão Preparatória - Eleição,204540,Maria Rosas,1,1,100
Sessão Preparatória - Eleição,73801,Renildo Calheiros,1,1,100
Palestra,220608,Cristiane Lopes,1,1,100
Sessão Preparatória - Eleição,141485,Luiz Carlos Busato,1,1,100
Palestra,204369,Caroline de Toni,1,1,100
Sessão Preparatória - Eleição,74371,Rubens Otoni,1,1,100
Sessão Preparatória - Eleição,73692,Osmar Terra,1,1,100
Sessão Preparatória - Eleição,220561,Delegada Katarina,1,1,100
Sessão Preparatória - Eleição,160673,Giovani Cherini,1,1,100
Sessão Preparatória - Eleição,178947,Sóstenes Cavalcante,1,1,100
Sessão Preparatória - Eleição,206018,Célia Xakriabá,1,1,100
Sessão Preparatória - Eleição,74090,Átila Lins,1,1,100
Sessão Preparatória - Eleição,220598,Tarcísio Motta,1,1,100
Palestra,220537,Helena Lima,1,1,100
Sessão Preparatória - Eleição,204517,Zé Vitor,1,1,100
Palestra,204535,Sâmia Bomfim,1,1,100
Palestra,208297,Katia Dias,1,1,100
Sessão Preparatória - Eleição,220676,Andreia Siqueira,1,1,100
Sessão Preparatória - Eleição,204572,Capitão Alberto Neto,1,1,100
Sessão Preparatória - Eleição,204498,Olival Marques,1,1,100
Sessão Preparatória - Eleição,73433,Arlindo Chinaglia,1,1,100
Sessão Preparatória - Eleição,74262,Carlos Sampaio,1,1,100
Sessão Preparatória - Eleição,204407,Fernanda Melchionna,1,1,100
Sessão Preparatória - Eleição,74356,Silas Câmara,1,1,100
Sessão Preparatória - Eleição,107970,Ana Paula Leão,1,1,100
Sessão Preparatória - Eleição,204489,Robério Monteiro,1,1,100
Sessão Preparatória - Eleição,204492,Paulo Guedes,1,1,100
Palestra,204507,Carla Zambelli,1,1,100
Palestra,220625,Delegada Ione,1,1,100
Sessão Preparatória - Eleição,220712,Fausto Jr.,1,1,100
Sessão Preparatória - Eleição,220592,Zezinho Barbary,1,1,100
Sessão Preparatória - Eleição,92102,Leur Lomanto Júnior,1,1,100
Sessão Preparatória - Eleição,133439,André Figueiredo,1,1,100
Sessão Preparatória - Eleição,74428,Mendonça Filho,1,1,100
Sessão Preparatória - Eleição,220542,Alexandre Guimarães,1,1,100
Sessão Preparatória - Eleição,204508,Igor Timo,1,1,100
Sessão Preparatória - Eleição,160599,Dimas Fabiano,1,1,100
Palestra,123756,Antônia Lúcia,1,1,100
Sessão Preparatória - Eleição,141518,Paulinho da Força,1,1,100
Sessão Preparatória - Eleição,160635,Ruy Carneiro,1,1,100
Sessão Preparatória - Eleição,74856,Laura Carneiro,1,1,100
Sessão Preparatória - Eleição,204560,Adolfo Viana,1,1,100
Sessão Preparatória - Eleição,191923,Flávio Nogueira,1,1,100
Sessão Preparatória - Eleição,204358,Beto Pereira,1,1,100
Sessão Preparatória - Eleição,160517,Paulo Folletto,1,1,100
